Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
62,KALIMANTAN TENGAH,2,,
62.00.40001,Pulau Batu Bamana,,"00°09'00.91"" S 114°05'56.49"" T",
62.00.40002,Pulau Landuken,,"01°54'34.78"" S 113°22'24.45"" T",
62.01,KAB. KOTAWARINGIN BARAT,7,,
62.01.40001,Pulau Bengaris,,"02°50'36.38"" S 111°28'19.60"" T",TBP
62.01.40002,Pulau Gani,,"02°53'05.35"" S 111°25'55.69"" T",TBP
62.01.40003,Pulau Keramat,,"02°53'15.72"" S 111°26'14.67"" T",TBP
62.01.40004,Pulau Rambai,,"02°54'41.38"" S 111°25'40.49"" T",TBP
62.01.40005,Pulau Rungun,,"02°53'25.03"" S 111°25'31.86"" T",TBP
62.01.40006,Pulau Samudra,,"02°54'33.36"" S 111°24'52.62"" T",TBP
62.01.40007,Pulau Sekodor,,"02°53'54.07"" S 111°25'34.63"" T",TBP
62.02,KAB. KOTAWARINGIN TIMUR,7,,
62.02.40001,Pulau Hanaut,,"02°49'41.00"" S 112°58'09.00"" T",TBP
62.02.40002,Pulau Hanibung,,"02°19'59.99"" S 112°52'32.99"" T",TBP
62.02.40003,Pulau Hantu,,"02°14'13.81"" S 112°44'29.90"" T",TBP
62.02.40004,Pulau Kamapit,,"02°28'25.00"" S 113°02'58.99"" T",TBP
62.02.40005,Pulau Lepeh,,"02°47'08.83"" S 112°55'55.57"" T",TBP
62.02.40006,Pulau Sampiding,,"01°59'51.00"" S 112°33'25.99"" T",TBP
62.02.40007,Pulau Tikus,,"02°07'30.00"" S 112°37'14.00"" T",TBP
62.03,KAB. KAPUAS,14,,
62.03.40001,Pulau Berangas,,"03°10'25.00"" S 114°21'18.00"" T",BP
62.03.40002,Pulau Berangas Kurik,,"03°10'47.53"" S 114°21'14.89"" T",TBP
62.03.40003,Pulau Besiam,,"03°11'53.00"" S 114°21'23.00"" T",BP
62.03.40004,Pulau Besiam Kurik,,"03°11'21.00"" S 114°21'19.00"" T",BP
62.03.40005,Pulau Kanamit,,"02°55'08.00"" S 114°21'58.00"" T",TBP
62.03.40006,Pulau Kupang,,"03°04'53.00"" S 114°21'16.99"" T",BP
62.03.40007,Pulau Lampahen,,"02°34'21.00"" S 114°25'08.00"" T",TBP
62.03.40008,Pulau Mambulau,,"03°01'57.00"" S 114°23'28.00"" T",BP
62.03.40009,Pulau Pari,,"01°42'02.00"" S 114°29'20.00"" T",TBP
62.03.40010,Pulau Roko,,"03°13'59.99"" S 114°20'44.00"" T",TBP
62.03.40011,Pulau Telu,,"02°59'12.00"" S 114°22'23.00"" T",TBP
62.03.40012,Pulau Telu Bentok,,"02°58'45.99"" S 114°22'39.00"" T",TBP
62.03.40013,Pulau Telu Hai,,"02°58'20.45"" S 114°22'40.37"" T",TBP
62.03.40014,Pulau Telu Kurik,,"02°59'03.00"" S 114°22'28.99"" T",TBP
62.04,KAB. BARITO SELATAN,10,,
62.04.40001,Pulau Bangkuang,,"02°00'15.99"" S 114°54'56.00"" T",TBP
62.04.40002,Pulau Hantasanbabai,,"01°55'27.00"" S 114°52'48.00"" T",TBP
