K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74,SULAWESI TENGGARA,,,,,,,
74.03,KAB. MUNA,,,22,26,124,"1.858,095","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,,,,Maginti,,,,"Menjadi wil Kab. Muna Barat, sesuai UU No. 14 Tahun 2014"
,,,,,,Kangkunawe,,
,,,,,,Maginti,,
,,,,,,Pajala,,
,,,,,,Abadi Jaya,,
,,,,,,Parura Jaya,,"Menjadi wil. Kec. Tiworo Selatan, Perda No. 5/2008"
,,,,,,Katangana,,"Menjadi wil. Kec. Tiworo Selatan, Perda No. 5/2008"
,,,,,,Gala,,
,,,,,,Pasipadanga,,
,,,,,,Bangko,,
,,,,,,Barakka,,"Menjadi wil. Kec. Tiworo Selatan, Perda No. 5/2008"
,,,,,,Kasimpa Jaya,,"Menjadi wil. Kec. Tiworo Selatan, Perda No. 5/2008"
,,,,,,Sangia Tiworo,,"Menjadi wil. Kec. Tiworo Selatan, Perda No. 5/2008"
,,,,,,Kembar Maminasa,,
,,,,Tiworo Tengah,,,,"Menjadi wil Kab. Muna Barat, sesuai UU No. 14 Tahun 2014"
,,,,,,Tasipi,,"Menjadi wil. Kec. Tiworo Utara, Perda No. 5/2008"
,,,,,,Bero,,"Menjadi wil. Kec. Tiworo Utara, Perda No. 5/2008"
,,,,,,Mandike,,"Menjadi wil. Kec. Tiworo Utara, Perda No. 5/2008"
,,,,,,Santiri,,"Menjadi wil. Kec. Tiworo Utara, Perda No. 5/2008"
,,,,,,Tondasi,,"Menjadi wil. Kec. Tiworo Utara, Perda No. 5/2008"
,,,,,,Wanseriwu,,
,,,,,,Labokolo,,
,,,,,,Langku-langku,,
,,,,,,Mekar Jaya,,
,,,,,,Wapae Jaya,,
,,,,,,Santigi,,"Menjadi wil. Kec. Tiworo Utara, Perda No. 5/2008"
,,,,,,Momuntu,,
,,,,,,Lakabu,,
,,,,,,Suka Damai,,
,,,,Tiworo Kepulauan,,,,"Menjadi wil Kab. Muna Barat, sesuai UU No. 14 Tahun 2014"
,,,,,,Tiga,,"Menjadi wil. Kec. Tiworo Utara, Perda No. 5/2008"
,,,,,,Katela,,
,,,,,,Lasama,,
,,,,,,Suka Damai,,"Menjadi wil. Kec. Tiworo Tengah, Perda No. 5/2008"
,,,,,,Sido Makmur,,
,,,,,,,,
