K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74.03.15.2001,,,,,,1 Wawesa,,
74.03.15.2002,,,,,,2 Wakorambu,,
74.03.15.1003,,,,,1Sidodadi,,,
74.03.15.1004,,,,,2Laiworu,,,
74.03.16,,,,6Katobu,8,-,,
74.03.16.1001,,,,,1Watonea,,,
74.03.16.1002,,,,,2Raha III,,,
74.03.16.1003,,,,,3Wamponiki,,,
74.03.16.1004,,,,,4Butung Butung,,,
74.03.16.1005,,,,,5Raha II,,,
74.03.16.1006,,,,,6Foo Kuni,,,"Perbaikan nama Desa Mangga Kuning, sesuai Surat Pemprov Sultra
No. 136/1142 tgl 8 Maret 2016"
74.03.16.1007,,,,,7Laende,,,
74.03.16.1008,,,,,8Raha I,,,
74.03.17,,,,7Duruka,2,5,,
74.03.17.2001,,,,,,1 Ghonsume,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
74.03.17.1002,,,,,1Palangga,,,
74.03.17.2003,,,,,,2 Lagasa,,
74.03.17.2004,,,,,,3 Ghone Bhalano,,"Perbaikan nama sesuai Surat Pemprov Sultra No. 136/1142 tgl 8 Maret
2016, Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl
15 Nov 2018 hal penyampaian hasil validasi"
74.03.17.1005,,,,,2Wapunto,,,
74.03.17.2006,,,,,,4 Lasunapa,,
74.03.17.2007,,,,,,5 Banggai,,
74.03.18,,,,8Lohia,-,9,,
74.03.18.2001,,,,,,1 Liangkobori,,
74.03.18.2002,,,,,,2 Mabolu,,"Perbaikan nama Maabholu menjadi Mabolu,surat Bup Muna No
188/2304 tgl 1 November 2019,Surat Pemprov Sultra No. 136/1142 tgl
8 Maret 2016"
74.03.18.2003,,,,,,3 Kondongia,,
74.03.18.2004,,,,,,4 Waara,,
74.03.18.2005,,,,,,5 Mantobua,,
74.03.18.2006,,,,,,6 Loghiya,,"Perbaikan nama Desa Wabintingi, sesuai Surat Pemprov Sultra No.
136/1142 tgl 8 Maret 2016"
74.03.18.2007,,,,,,7 Lohia,,
74.03.18.2008,,,,,,8 Korihi,,
74.03.18.2009,,,,,,9 Lakarinta,,
74.03.19,,,,9Watopute,2,6,,
74.03.19.2001,,,,,,1 Lakapodo,,"Perbaikan nama Desa Wakadia sesuai Surat Pemprov Sultra No.
136/1142 tgl 8 Maret 2016"
74.03.19.2002,,,,,,2 Wakadia,,"Perbaikan nama Desa Wakapodo sesuai Surat Pemprov Sultra No.
136/1142 tgl 8 Maret 2016"
