K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32,JAWA BARAT,,,,,,,
32.02,KAB. SUKABUMI,,,47,5,381,"4.164,152","PP Mo. 66/1998
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
32.02.01,,,,1Palabuhanratu,1,9,,sesuai dengan PP No 66/1998
32.02.01.1001,,,,,1Palabuhanratu,,,sesuai dengan PP No 66/1998
32.02.01.2002,,,,,,1 Tonjong,,
32.02.01.2003,,,,,,2 Citepus,,
32.02.01.2004,,,,,,3 Buniwangi,,
32.02.01.2005,,,,,,4 Cibodas,,
32.02.01.2006,,,,,,5 Pasirsuren,,
32.02.01.2007,,,,,,6 Cikadu,,
32.02.01.2008,,,,,,7 Citarik,,
32.02.01.2009,,,,,,8 Cimanggu,,Pemekaran Desa Buniwangi Perda No. 19/2012
32.02.01.2010,,,,,,9 Jayanti,,Pemekaran Desa Citarik Perda No. 21/2012
32.02.02,,,,2Simpenan,-,7,,
32.02.02.2001,,,,,,1 Cidadap,,
32.02.02.2002,,,,,,2 Loji,,
32.02.02.2003,,,,,,3 Kertajaya,,
32.02.02.2004,,,,,,4 Cihaur,,
32.02.02.2005,,,,,,5 Cibuntu,,
32.02.02.2006,,,,,,6 Mekarasih,,
32.02.02.2007,,,,,,7 Sangrawayang,,Pemekaran Desa Kertajaya Perda No. 11/2012
32.02.03,,,,3Cikakak,-,9,,
32.02.03.2001,,,,,,1 Cikakak,,
32.02.03.2002,,,,,,2 Cimaja,,
32.02.03.2003,,,,,,3 Ridogalih,,
32.02.03.2004,,,,,,4 Sukamaju,,
32.02.03.2005,,,,,,5 Cileungsing,,
32.02.03.2006,,,,,,6 Margalaksana,,
32.02.03.2007,,,,,,7 Sirnarasa,,
32.02.03.2008,,,,,,8 Gandasoli,,Perda No. 4/2005
32.02.03.2009,,,,,,9 Cirendang,,Pemekaran Desa Cileungsing Perda No. 5/2012
32.02.04,,,,4Bantargadung,-,7,,
32.02.04.2001,,,,,,1 Bantargadung,,
32.02.04.2002,,,,,,2 Mangunjaya,,
32.02.04.2003,,,,,,3 Bojonggaling,,
32.02.04.2004,,,,,,4 Limusnunggal,,
,,,,,,,,
