K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33.24.12.2016,,,,,,16 Montongsari,,
33.24.13,,,,13Cepiring,-,15,,
33.24.13.2001,,,,,,1 Pandes,,
33.24.13.2002,,,,,,2 Podosari,,
33.24.13.2003,,,,,,3 Botomulyo,,
33.24.13.2004,,,,,,4 Cepiring,,
33.24.13.2005,,,,,,5 Damarsari,,
33.24.13.2006,,,,,,6 Karangayu,,
33.24.13.2007,,,,,,7 Karangsuno,,
33.24.13.2008,,,,,,8 Gondang,,
33.24.13.2009,,,,,,9 Sidomulyo,,
33.24.13.2010,,,,,,10 Juwiring,,
33.24.13.2011,,,,,,11 Kaliayu,,
33.24.13.2012,,,,,,12 Kalirandugede,,
33.24.13.2013,,,,,,13 Korowelangkulon,,
33.24.13.2014,,,,,,14 Korowelanganyar,,
33.24.13.2015,,,,,,15 Margorejo,,
33.24.14,,,,14Patebon,-,18,,
33.24.14.2001,,,,,,1 Bulugede,,
33.24.14.2002,,,,,,2 Margosari,,
33.24.14.2003,,,,,,3 Donosari,,
33.24.14.2004,,,,,,4 Lanji,,
33.24.14.2005,,,,,,5 Tambakrejo,,
33.24.14.2006,,,,,,6 Kebonharjo,,
33.24.14.2007,,,,,,7 Purwokerto,,
33.24.14.2008,,,,,,8 Jambearum,,
33.24.14.2009,,,,,,9 Purwosari,,
33.24.14.2010,,,,,,10 Sukolilan,,
33.24.14.2011,,,,,,11 Bangunrejo,,
33.24.14.2012,,,,,,12 Kumpulrejo,,
33.24.14.2013,,,,,,13 Magersari,,
33.24.14.2014,,,,,,14 Wonosari,,
33.24.14.2015,,,,,,15 Pidodo Wetan,,"Koreksi Srt Sekda Kab Kendal No. 060/589/Tepem/2016 tgl.21 Maret
2016.
Perbaikan nama desa semula Pidodowetan menjadi Pidodo Wetan
sesuai Perda Kab. Kendal No.1/2016."
33.24.14.2016,,,,,,16 Pidodo Kulon,,"Koreksi Srt Sekda Kab Kendal No. 060/589/Tepem/2016 tgl.21 Maret
2016.
Perbaikan nama desa semula Pidodokulon menjadi Pidodo Kulon sesuai
Perda Kab. Kendal No.1/2016."
33.24.14.2017,,,,,,17 Bangunsari,,
,,,,,,,,
