Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
74.04.40011,Pulau Bungi Salata,,"05°33'11.99"" S 122°28'37.99"" T",TBP
74.04.40012,Pulau Buntuowaudu,,"05°13'05.00"" S 122°48'37.00"" T",TBP
74.04.40013,Pulau Jatu Montoru,,"05°13'01.38"" S 122°48'40.03"" T",TBP
74.04.40014,Pulau Kadatua,,"05°31'53.00"" S 122°29'39.00"" T",BP
74.04.40015,Pulau Kafaoleale,,"05°22'34.03"" S 122°29'00.12"" T",TBP
74.04.40016,Pulau Kaliwu Liwuto,,"05°31'52.64"" S 122°30'39.56"" T",TBP
74.04.40017,Pulau Kaofe Kansopa,,"05°31'59.84"" S 122°30'39.20"" T",TBP
74.04.40018,Pulau Kaofe Matagholeo,,"05°31'59.24"" S 122°30'39.47"" T",TBP
74.04.40019,Pulau Kokoe,,"05°29'16.00"" S 121°56'21.99"" T",BP
74.04.40020,Pulau Komearate,,"05°09'55.59"" S 123°04'07.35"" T",TBP
74.04.40021,Pulau Kontumondawu,,"05°22'58.53"" S 122°23'48.01"" T",TBP
74.04.40022,Pulau La Banua,,"05°19'05.00"" S 122°25'31.00"" T",TBP
74.04.40023,Pulau La Daru,,"05°20'27.33"" S 122°29'50.62"" T",TBP
74.04.40024,Pulau La Kuteeno,,"05°40'11.19"" S 122°43'59.97"" T",TBP
74.04.40025,Pulau Labuani,,"05°39'31.08"" S 122°44'23.49"" T",TBP
74.04.40026,Pulau Lambunopali,,"05°19'00.38"" S 122°25'46.25"" T",TBP
74.04.40027,Pulau Liwuto,,"05°31'43.51"" S 122°28'18.79"" T",TBP
74.04.40028,Pulau Liwuto,,"05°18'54.78"" S 122°31'22.19"" T",TBP
74.04.40029,Pulau Liwutoampodo,,"05°12'07.99"" S 122°43'45.00"" T",BP
74.04.40030,Pulau Liwutoarate,,"05°16'09.99"" S 122°41'53.99"" T",BP
74.04.40031,Pulau Liwutongkidi,,"05°35'46.00"" S 122°30'29.00"" T",BP
74.04.40032,Pulau Maobu,,"05°18'53.32"" S 122°23'51.03"" T",TBP
74.04.40033,Pulau Matandabulawa,,"05°12'47.93"" S 122°17'51.67"" T",TBP
74.04.40034,Pulau Matea,,"05°19'03.38"" S 122°25'23.05"" T",TBP
74.04.40035,Pulau Mehaonuno,,"05°19'01.28"" S 122°25'19.50"" T",TBP
74.04.40036,Pulau Mehaonuno,,"05°20'20.98"" S 122°29'56.19"" T",TBP
74.04.40037,Pulau Nambo Kidi,,"05°24'23.56"" S 122°36'11.53"" T",TBP
74.04.40038,Pulau Nambonambo,,"05°24'29.94"" S 122°36'12.75"" T",TBP
74.04.40039,Pulau Sampakera,,"05°20'47.36"" S 122°29'54.86"" T",TBP
74.04.40040,Pulau Siompu,,"05°39'52.99"" S 122°31'05.00"" T",BP
74.04.40041,Pulau Talaga Balano,,"05°30'29.00"" S 122°01'54.99"" T",BP
74.04.40042,Pulau Talaga Kidino,,"05°28'55.99"" S 122°04'59.99"" T",BP
74.04.40043,Pulau Wacuata,,"06°12'00.00"" S 122°41'24.00"" T",BP
74.04.40044,Pulau Wadinangamanu,,"05°18'56.89"" S 122°25'18.00"" T",TBP
74.04.40045,Pulau Wakao,,"05°29'39.00"" S 121°56'08.99"" T",TBP
74.04.40046,Pulau Wakinamboro,,"05°29'35.99"" S 121°56'20.00"" T",TBP
74.05,KAB. KONAWE SELATAN,28,,
74.05.40001,Pulau Burung,,"04°14'46.48"" S 122°54'39.93"" T",TBP
74.05.40002,Pulau Cempedak Atas,,"04°10'52.38"" S 122°54'22.16"" T",BP
74.05.40003,Pulau Cempedak Bawah,,"04°09'10.00"" S 122°53'53.99"" T",BP
