K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
17,BENGKULU,,,,,,,
17.06,KAB. MUKO MUKO,,,15,3,148,"4.138,677","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
17.06.01,,,,1Lubuk Pinang,-,7,,
,,,,,,Talang Petai,,"Menjadi wil. Kec. V Koto, Perda No. 8/2005"
,,,,,,Lalang Luas,,"Menjadi wil. Kec. V Koto, Perda No. 8/2005"
,,,,,,Resno,,"Menjadi wil. Kec. V Koto, Perda No. 8/2005"
,,,,,,Pondok Panjang,,"Menjadi wil. Kec. V Koto, Perda No. 8/2005"
17.06.01.2005,,,,,,1 Suka Pindah,,
17.06.01.2006,,,,,,2 Lubuk Pinang,,
17.06.01.2007,,,,,,3 Arah Tiga,,
17.06.01.2008,,,,,,4 Lubuk Gedang,,
17.06.01.2009,,,,,,5 Tanjung Alai,,
,,,,,,Pondok Tengah,,"Menjadi wil. Kec. V Koto, Perda No. 8/2005"
,,,,,,Sungai Lintang,,"Menjadi wil. Kec. V Koto, Perda No. 8/2005"
,,,,,,Manjuto Jaya,,"Menjadi wil. Kec. Air Majunto, Perda No. 8/2005"
17.06.01.2013,,,,,,6 Sumber Makmur,,
,,,,,,Pondok Makmur,,"Menjadi wil. Kec. Air Majunto, Perda No. 8/2005"
,,,,,,Agung Jaya,,"Menjadi wil. Kec. Air Majunto, Perda No. 8/2005"
,,,,,,Tirta Makmur,,"Menjadi wil. Kec. Air Majunto, Perda No. 8/2005"
,,,,,,Tirta Mulya,,Menjadi wil Kec Air Manjunto Perda No. 19/2006
17.06.01.2018,,,,,,7 Ranah Karya,,Perda No. 19/2006
,,,,,,Kota Praja,,Menjadi wil Kec Air Manjunto Perda No. 19/2006
,,,,,,Sinar Jaya,,Menjadi wil Kec Air Manjunto Perda No. 19/2006
,,,,,,Sido Makmur,,Menjadi wil Kec Air Manjunto Perda No. 23/2007
17.06.02,,,,2Kota Mukomuko,3,6,,"Perub. nama Kec. Mukomuko Utara, Perda No. 15/2008"
,,,,,,Air Dikit,,"Menjadi wil. Kec. Air Dikit, Perda No. 8/2005"
,,,,,,Pondok Lunang,,"Menjadi wil. Kec. Air Dikit, Perda No. 8/2005"
,,,,,,Sari Bulan,,"Menjadi wil. Kec. Air Dikit, Perda No. 8/2005"
,,,,,,Pauh Tarenja,,"Menjadi wil. Kec. XIV Koto, Perda No. 8/2005"
,,,,,,Lubuk Sanai,,"Menjadi wil. Kec. XIV Koto, Perda No. 8/2005"
,,,,,,Dusun Baru Pelokan,,"Menjadi wil. Kec. XIV Koto, Perda No. 8/2005"
17.06.02.2007,,,,,,1 Pasar Sebelah,,
17.06.02.2008,,,,,,2 Ujung Padang,,
17.06.02.1009,,,,,1Pasar Muko-Muko,,,
17.06.02.2010,,,,,,3 Pondok Batu,,
17.06.02.2011,,,,,,4 Tanah Rekah,,
17.06.02.2012,,,,,,5 Selagan Jaya,,
,,,,,,,,
