NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,,Obaa,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Passue,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,91.18,18 KAB. ASMAT,Agats,,,1,0,0,25.015,108.912,"Luas Wilayah Indikatif sesuai Surat Badan Informasi Geospasial No.
B-8.31/PBW-BIG/IGD.04.04/6/2021 Tanggal 8 Juni 2021"
,,Agats,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Suator,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Suru-suru,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Unir Sirau,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Koroway Buluanop,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Pantai Kasuari,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Pulau Tiga,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Safan,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Sawa Erma,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Sirets,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Fayit,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Jetsy,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Joerat,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Joutu,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Kolf Braza,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Kopay,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang"
