K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.28.02.2015,,,,,,15 Murtajih,,
35.28.02.2016,,,,,,16 Sumedangan,,
35.28.02.2017,,,,,,17 Lemper,,
35.28.02.1018,,,,,1Barurambat Timur,,,
35.28.02.1019,,,,,2Lawangan Daya,,,
35.28.02.2020,,,,,,18 Sentol,,
35.28.02.2021,,,,,,19 Tambung,,
35.28.02.2022,,,,,,20 Buddagan,,
35.28.03,,,,3Galis,-,10,,
35.28.03.2001,,,,,,1 Tobungan,,
35.28.03.2002,,,,,,2 Konang,,
35.28.03.2003,,,,,,3 Pandan,,
35.28.03.2004,,,,,,4 Lembung,,
35.28.03.2005,,,,,,5 Galis,,
35.28.03.2006,,,,,,6 Bulay,,
35.28.03.2007,,,,,,7 Pagendingan,,
35.28.03.2008,,,,,,8 Ponteh,,
35.28.03.2009,,,,,,9 Polagan,,
35.28.03.2010,,,,,,10 Artodung,,
35.28.04,,,,4Pamekasan,9,9,,
35.28.04.1001,,,,,1Kangenan,,,Koreksi nama Perbup No. 2/2013
35.28.04.2002,,,,,,1 Panempan,,
35.28.04.1003,,,,,2Patemon,,,
35.28.04.2004,,,,,,2 Laden,,
35.28.04.2005,,,,,,3 Jalmak,,
35.28.04.2006,,,,,,4 Teja Barat,,
35.28.04.2007,,,,,,5 Teja Timur,,
35.28.04.2008,,,,,,6 Bettet,,
35.28.04.2009,,,,,,7 Nyalabu Laok,,
35.28.04.2010,,,,,,8 Nyalabu Daya,,"Koreksi nama Srt pemprov no 140/9013/011/2017 tgl 12 Mei 2017
dan Srt Pemdes No No 146/3672/BPD tgl 21 Juni 2017
Perbaikan nama desa semula Nyalabu Daja menjadi Nyalabu Daya
sesuai Surat Bupati Pamekasan Tanggal 7 Juli 2022 No.
005/138/432.011/2022."
35.28.04.1011,,,,,3Bugih,,,
35.28.04.1012,,,,,4Jungcangcang,,,"Perbaikan nama kelurahan semula Jungcang Cang menjadi
Jungcangcang sesuai Surat Bupati Pamekasan Tanggal 7 Juli 2022
No. 005/138/432.011/2022."
35.28.04.1013,,,,,5Parteker,,,
35.28.04.1014,,,,,6Barurambat Kota,,,
,,,,,,,,
