NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,35.29.13,13 Pasongsongan,,,,,,10,,,
,35.29.14,14 Dasuk,,,,,,15,,,
,35.29.15,15 Rubaru,,,,,,11,,,
,35.29.16,16 Batang Batang,,,,,,16,,,
,35.29.17,17 Batuputih,,,,,,14,,,
,35.29.18,18 Dungkek,,,,,,15,,,
,35.29.19,19 Gapura,,,,,,17,,,
,35.29.20,20 Gayam,,,,,,10,,,
,35.29.21,21 Nonggunong,,,,,,8,,,
,35.29.22,"22 Ra""as",,,,,,9,,,
,35.29.23,23 Masalembu,,,,,,4,,,
,35.29.24,24 Arjasa,,,,,,19,,,
,35.29.25,25 Sapeken,,,,,,11,,,
,35.29.26,26 Batuan,,,,,,7,,,
,35.29.27,27 Kangayan,,,,,,9,,,
,35.71,30 KOTA KEDIRI,Kediri,,,3,46,0,67,293.287,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.71.01,1 Mojoroto,,,,,14,,,,
,35.71.02,2 Kota,,,,,17,,,,
,35.71.03,3 Pesantren,,,,,15,,,,
,35.72,31 KOTA BLITAR,Blitar,,,3,21,0,33,158.423,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.72.01,1 Kepanjenkidul,,,,,7,,,,
,35.72.02,2 Sukorejo,,,,,7,,,,
,35.72.03,3 Sananwetan,,,,,7,,,,
,35.73,32 KOTA MALANG,Malang,,,5,57,0,111,867.042,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.73.01,1 Blimbing,,,,,11,,,,
,35.73.02,2 Klojen,,,,,11,,,,
,35.73.03,3 Kedungkandang,,,,,12,,,,
,35.73.04,4 Sukun,,,,,11,,,,
,35.73.05,5 Lowokwaru,,,,,12,,,,
,35.74,33 KOTA PROBOLINGGO,Probolinggo,,,5,29,0,55,242.912,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.74.01,1 Kademangan,,,,,6,,,,
,35.74.02,2 Wonoasih,,,,,6,,,,
