NO,KODE,"N A M A
KABUPATEN / KOTA",J U M L A H,,,"LUAS
WILAYAH
(Km2)*","JUMLAH
PENDUDUK
(Jiwa)**",K E T E R A N G A N
,,,KEC,KEL,DESA,,,
"1
2
3
4
5","65.01
65.02
65.03
65.04
65.71","KAB. BULUNGAN
KAB. MALINAU
KAB. NUNUKAN
KAB. TANA TIDUNG
KOTA TARAKAN","10
15
21
5
4","7
0
8
0
20","74
109
232
32
0","13.879,787
38.901,833
13.564,250
3.504,336
250,978","157.544
82.120
200.138
27.042
242.776","Semula wil. Prov. Kalimantan Timur.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Semula wil. Prov. Kalimantan Timur.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Semula wil. Prov. Kalimantan Timur.
Luas Wilayah Indikatif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022.
Semula Wil. Prov. Kalimantan Timur.
Luas Wilayah Indikatif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022.
Semula wil. Prov. Kalimantan Timur.
Luas Wilayah Indikatif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022 (tidak
ada batas darat dengan kab/kota lainnya)."
,,JUMLAH,55,35,447,"70.101,184",709.620,
