K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
53,NUSA TENGGARA TIMUR,,,,,,,
53.10,KAB. MANGGARAI,,,12,26,145,"1.343,834","Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
53.10.01,,,,1Wae Rii,-,17,,
53.10.01.2001,,,,,,1 Satar Ngkeling,,
53.10.01.2002,,,,,,2 Lalong,,
53.10.01.2003,,,,,,3 Poco,,
53.10.01.2004,,,,,,4 Wae Mulu,,
53.10.01.2005,,,,,,5 Ndehes,,
53.10.01.2006,,,,,,6 Golo Cador,,
53.10.01.2007,,,,,,7 Longko,,
53.10.01.2008,,,,,,8 Ranggi,,
53.10.01.2009,,,,,,9 Compang Ndehes,,
53.10.01.2010,,,,,,10 Bangka Jong,,
,,,,,,Golo Ncuang,,Menjadi wil. Kec. Cibal
53.10.01.2012,,,,,,11 Bangka Kenda,,
53.10.01.2013,,,,,,12 Golo Mendo,,
53.10.01.2014,,,,,,13 Golo Wuas,,
53.10.01.2015,,,,,,14 Wae Rii,,
53.10.01.2016,,,,,,15 Ranaka,,
53.10.01.2017,,,,,,16 Golo Watu,,
53.10.01.2018,,,,,,17 Benteng Poco,,Pemekaran Desa Perda No. 4/2012
,,,,Poco Ranaka,,,,"Menjadi wil. Kab. Manggarai Timur, UU No.36/2007"
,,,,,,Poco Lia,,
,,,,,,Pocong,,
,,,,,,Lenang,,
,,,,,,Melo,,
,,,,,,Leong,,
,,,,,,Arus,,
,,,,,,Rengkam,,
,,,,,,Benteng Rampas,,
,,,,,,Ngkiong Ndora,,
,,,,,,Ulu Wae,,
,,,,,,Bea Waok,,
,,,,,,Rende Nao,,
,,,,,,Golo Lobos,,
,,,,,,Bangka Kuleng,,
,,,,,,Bangka Pau,,
,,,,,,,,
