K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
72.07.11.2003,,,,,,3 Tobungin,,Semula wil. Kec. Tinangkung
72.07.11.2004,,,,,,4 Mansamat A,,Semula wil. Kec. Tinangkung
72.07.11.2005,,,,,,5 Mansamat B,,Semula wil. Kec. Tinangkung
72.07.11.2006,,,,,,6 Kampung Baru,,Semula wil. Kec. Tinangkung
72.07.11.2007,,,,,,7 Tinangkung,,Semula wil. Kec. Tinangkung
72.07.11.2008,,,,,,8 Gansal,,Semula wil. Kec. Tinangkung
72.07.11.2009,,,,,,9 Bobu,,Pemekaran Desa Paisumosoni Perda No. 4/2007
,,,,Bangkurung,,,,Menjadi wil Kab. Kep. Banggai Kep. UU No. 5/2013
,,,,,,Togong Sagu,,
,,,,,,Taduno,,
,,,,,,Kanari,,
,,,,,,Lantibung,,
,,,,,,Kalupapi,,
,,,,,,Bone-Bone,,
,,,,,,Mbeleang,,
,,,,,,Tabulang,,
,,,,,,Sasabobok,,
,,,,,,Tadiana Bungin,,
,,,,,,Lalong,,
,,,,,,Dungkean,,
,,,,Banggai Tengah,,,,Menjadi wil Kab. Kep. Banggai Laut UU No. 5/2013
,,,,,,Adean,,
,,,,,,Badumpayan,,
,,,,,,Timbong,,
,,,,,,Mominit,,
,,,,,,Gong-Gong,,
,,,,,,Monsongan,,
,,,,,,Tintingo,,
,,,,,,Pososlalongo,,
,,,,Banggai Selatan,,,,Menjadi wil Kab. Kep. Banggai Laut UU No. 5/2013
,,,,,,Matanga,,
,,,,,,Tolokibit,,
,,,,,,Bentean,,
,,,,,,Malino Padas,,
,,,,,,Kelapa Lima,,
,,,,,,Labuan Kapelak,,
72.07.15,,,,8Totikum Selatan,-,8,,Perda No. 6/2007
72.07.15.2001,,,,,,1 Kalumbatan,,Semula wil. Kec. Totikum
72.07.15.2002,,,,,,2 Tonuson,,Semula wil. Kec. Totikum
72.07.15.2003,,,,,,3 Tobungku,,Semula wil. Kec. Totikum
