K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.02.13.2005,,,,,,5 Kuantan Tenang,,"Semula wil. Kec.Kelayang, Perbaikan nama sesuai Validasi Ditjen Bina
Pemdes ttg Data Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan
nama hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi
Ditjen Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.02.13.2006,,,,,,6 Kota Baru,,"Semula wil. Kec.Kelayang, Perbaikan nama sesuai Validasi Ditjen Bina
Pemdes ttg Data Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan
nama hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi
Ditjen Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.02.13.2007,,,,,,7 Rimba Seminai,,"Semula wil. Kec.Kelayang, Perbaikan nama sesuai Validasi Ditjen Bina
Pemdes ttg Data Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan
nama hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi
Ditjen Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.02.13.2008,,,,,,8 Kelayang,,Semula wil. Kec. Kelayang
14.02.13.2009,,,,,,9 Talang Gedabu,,"Semula wil. Kec.Kelayang, Perbaikan nama sesuai Validasi Ditjen Bina
Pemdes ttg Data Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan
nama hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi
Ditjen Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.02.13.2010,,,,,,10 Talang Sungai Limau,,"Semula wil. Kec. Kelayang, Perbaikan nama desa sesuai Surat Bup.
Inhu No. 470/DKPS/IX/2016/267 tgl 15 Sept 2016"
14.02.13.2011,,,,,,11 Talang Sungai Parit,,"Semula wil. Kec. Kelayang, Perbaikan nama desa sesuai Surat Bup.
Inhu No. 470/DKPS/IX/2016/267 tgl 15 Sept 2016"
14.02.13.2012,,,,,,12 Batu Sawar,,"Semula wil. Kec.Kelayang, Perbaikan nama sesuai Validasi Ditjen Bina
Pemdes ttg Data Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan
nama hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi
Ditjen Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.02.13.2013,,,,,,13 Petonggan,,"Semula wil. Kec. Kelayang, Perbaikan nama desa sesuai Surat Bup.
Inhu No. 470/DKPS/IX/2016/267 tgl 15 Sept 2016"
14.02.13.2014,,,,,,14 Lubuk Sitarak,,"Semula wil. Kec. Kelayang, Perbaikan nama desa sesuai Surat Bup.
Inhu No. 470/DKPS/IX/2016/267 tgl 15 Sept 2016"
14.02.13.2015,,,,,,15 Bukit Indah,,"Semula wil. Kec.Batang Cenaku, Perbaikan nama sesuai Validasi
Ditjen tgl 23 Juni 2016, Perbaikan nama hasil validasi data nama desa
tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.02.13.2016,,,,,,16 Sungai Ekok,,"Perbaikan nama desa sesuai Surat Bup. Inhu No.
470/DKPS/IX/2016/267 tgl 15 Sept 2016"
14.02.13.2017,,,,,,17 Talang Suka Maju,,"Perbaikan nama desa sesuai Surat Bup. Inhu No.
470/DKPS/IX/2016/267 tgl 15 Sept 2016"
14.02.13.2018,,,,,,18 Kampung Bunga,,"Perbaikan nama desa sesuai Surat Bup. Inhu No.
470/DKPS/IX/2016/267 tgl 15 Sept 2016"
14.02.13.2019,,,,,,19 Talang Pring Jaya,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.02.14,,,,14Batang Peranap,-,10,,
14.02.14.2001,,,,,,1 Pesajian,,Semula wil. Kec. Peranap
14.02.14.2002,,,,,,2 Punti Kayu,,"Semula wil. Kec. Peranap, Perbaikan nama desa sesuai Surat Bup.
Inhu No. 470/DKPS/IX/2016/267 tgl 15 Sept 2016"
14.02.14.2003,,,,,,3 Pematang,,Semula wil. Kec. Peranap
,,,,,,,,
