K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
94.02.17.2007,,,,,,7 Molobak,,
94.02.17.2008,,,,,,8 Kimibut,,
94.02.17.2009,,,,,,9 Nunggwagi,,"Perbaikan nama desa/kampung semula Nungwawi menjadi
Nunggwagi, sesuai:
Perda Kab. Puncak Jaya No. 1/2013; dan
BA No.36/TopoII/IX/2022 Tanggal 9 September 2022."
94.02.18,,,,18Kalome,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.02.18.2001,,,,,,1 Kalome,,
94.02.18.2002,,,,,,2 Agape,,
94.02.18.2003,,,,,,3 Cilome,,
94.02.18.2004,,,,,,4 Longgawi,,
94.02.18.2005,,,,,,5 Wundini,,
94.02.18.2006,,,,,,6 Berem,,
94.02.18.2007,,,,,,7 Diraluk,,
94.02.18.2008,,,,,,8 Yanenggawi,,
94.02.18.2009,,,,,,9 Kayogebur,,
94.02.18.2010,,,,,,10 Wurabume,,
94.02.18.2011,,,,,,11 Binggelakme,,
94.02.18.2012,,,,,,12 Torage,,
94.02.18.2013,,,,,,13 Palumagi,,
94.02.18.2014,,,,,,14 Jiramok,,
94.02.18.2015,,,,,,15 Jinggwi,,
94.02.18.2016,,,,,,16 Pilibur,,
94.02.19,,,,19Wanwi,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.02.19.2001,,,,,,1 Wanuwi,,"Perbaikan nama desa/kampung semula Wonwi menjadi Wanuwi,
sesuai:
Perda Kab. Puncak Jaya No. 1/2013; dan
BA No.36/TopoII/IX/2022 Tanggal 9 September 2022."
94.02.19.2002,,,,,,2 Nenegame,,
94.02.19.2003,,,,,,3 Bime,,
94.02.19.2004,,,,,,4 Anggege,,
94.02.19.2005,,,,,,5 Pernaluk,,
94.02.19.2006,,,,,,6 Kiburu,,
94.02.19.2007,,,,,,7 Nuwi,,
94.02.19.2008,,,,,,8 Ponggoname,,
94.02.19.2009,,,,,,9 Gibume,,
94.02.19.2010,,,,,,10 Naburage,,
94.02.19.2011,,,,,,11 Yunggwi,,
94.02.19.2012,,,,,,12 Anggagalo,,
94.02.19.2013,,,,,,13 Anggalo,,
,,,,,,,,
