K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.09.09.2007,,,,,,7 Tanah Bekali,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.09.2008,,,,,,8 Padang Tanggung,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.09.2009,,,,,,9 Padang Kunik,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.09.2010,,,,,,10 Pembatang,,
14.09.09.2011,,,,,,11 Pauh Angit,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.09.2012,,,,,,12 Sukaping,,
14.09.09.2013,,,,,,13 Pulaurengas,,
14.09.09.2014,,,,,,14 Rawang Binjai,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.09.2015,,,,,,15 Sako,,"Pemekaran sebagian Desa Pasar Baru, Perda No. 23/2012"
14.09.09.2016,,,,,,16 Sungailangsat,,"Pemekaran sebagian Desa Pasar Baru, Perda No. 23/2012"
14.09.09.2017,,,,,,17 Pauh Angit Hulu,,"Pemekaran sebagian Desa Pauh Angit, Perda No.23/2012, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.09.10,,,,10Logas Tanah Darat,-,15,,
14.09.10.2001,,,,,,1 Perhentian Luas,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.10.2002,,,,,,2 Logas,,
14.09.10.2003,,,,,,3 Lubuk Kebun,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.10.2004,,,,,,4 Sungai Rambai,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.10.2005,,,,,,5 Situgal,,
14.09.10.2006,,,,,,6 Rambahan,,
,,,,,,,,
