K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.06.12.2024,,,,,,24 Lambitra,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.12.2025,,,,,,25 Lie Eue,,
11.06.12.2026,,,,,,26 Krueng Kalee,,
11.06.12.2027,,,,,,27 Lam Asan,,
11.06.12.2028,,,,,,28 Lam Reh,,
11.06.12.2029,,,,,,29 Siem,,
11.06.13,,,,13Pulo Aceh,-,17,,
11.06.13.2001,,,,,,1 Rinon,,
11.06.13.2002,,,,,,2 Alue Raya,,
11.06.13.2003,,,,,,3 Melingge,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.13.2004,,,,,,4 Lapeng,,
11.06.13.2005,,,,,,5 Ulee Paya,,
11.06.13.2006,,,,,,6 Gugop,,
11.06.13.2007,,,,,,7 Seurapong,,
11.06.13.2008,,,,,,8 Blang Situngkoh,,
11.06.13.2009,,,,,,9 Paloh,,
11.06.13.2010,,,,,,10 Lampuyang,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.13.2011,,,,,,11 Lhok,,
11.06.13.2012,,,,,,12 Teunom,,
11.06.13.2013,,,,,,13 Lamteng,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.13.2014,,,,,,14 Pasi Janeng,,
11.06.13.2015,,,,,,15 Rabo,,
11.06.13.2016,,,,,,16 Alue Reuyeueng,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.13.2017,,,,,,17 Deudap,,
11.06.14,,,,14Lembah Seulawah,-,12,,
11.06.14.2001,,,,,,1 Lamtamot,,
11.06.14.2002,,,,,,2 Lambaro Tunong,,
11.06.14.2003,,,,,,3 Lonbaroh,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.14.2004,,,,,,4 Lon Asan,,
11.06.14.2005,,,,,,5 Paya Keureuleh,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
