Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
81.02.40123,Pulau Vaut Lelen,,"05°18'52.11"" S 133°06'24.13"" T",TBP
81.02.40124,Pulau Vaut Vihian Koit,,"05°20'44.20"" S 133°05'42.59"" T",TBP
81.02.40125,Pulau Vaut Vihian Laai,,"05°20'41.62"" S 133°05'42.75"" T",TBP
81.02.40126,Pulau Waha,,"05°49'00.99"" S 132°35'35.00"" T",TBP
81.02.40128,Pulau War,,"05°59'17.50"" S 132°28'01.21"" T",TBP
81.02.40130,Pulau Warbal,,"05°49'36.99"" S 132°34'54.00"" T",BP
81.02.40131,Pulau Warhu,,"05°44'47.00"" S 132°39'19.00"" T",TBP
81.02.40132,Pulau Watlus,,"05°42'29.00"" S 132°45'37.00"" T",TBP
81.02.40133,Pulau Watokmas,,"05°43'59.00"" S 132°35'24.00"" T",TBP
81.02.40135,Pulau Witir,,"05°53'52.00"" S 132°31'41.99"" T",TBP
81.03,KAB. KEPULAUAN TANIMBAR,320,,
81.03.40001,Nus Ian,,"07°09'53.43"" S 131°30'16.78"" T",TBP
81.03.40002,Nus Kesar Barats,,"07°56'48.00"" S 131°16'53.00"" T",TBP
81.03.40003,Nus Kesar Timurs,,"07°57'22.00"" S 131°20'17.99"" T",TBP
81.03.40004,Nus Langlas,,"07°07'12.00"" S 131°36'47.99"" T",TBP
81.03.40005,Nus Lewars,,"07°11'12.00"" S 131°30'47.99"" T",BP
81.03.40006,Nus Meses,,"07°50'40.99"" S 131°26'10.00"" T",BP
81.03.40007,Nus Ngapuns,,"07°10'54.00"" S 131°30'06.99"" T",BP
81.03.40008,Nus Nitus,,"07°29'17.64"" S 130°49'31.10"" T",BP
81.03.40009,Nus Taran,,"07°09'41.06"" S 131°30'25.02"" T",TBP
81.03.40010,Nus Temars,,"07°09'40.02"" S 131°25'45.30"" T",BP
81.03.40011,Nus Wats,,"07°30'50.00"" S 131°00'07.99"" T",TBP
81.03.40012,Pulau Adana,,"08°15'37.00"" S 130°55'05.00"" T",BP
81.03.40013,Pulau Angwarmase,,"08°01'57.23"" S 131°05'38.18"" T",BP
81.03.40014,Pulau Aryama,,"08°15'31.00"" S 130°42'22.00"" T",BP
81.03.40015,Pulau Aryatu,,"07°14'19.20"" S 131°42'45.29"" T",
81.03.40016,Pulau Asutubun,,"08°02'53.00"" S 131°16'49.00"" T",TBP. PPKT
81.03.40017,Pulau Awani Tabortar,,"08°02'31.49"" S 131°17'34.50"" T",
81.03.40018,Pulau Awani Tabortar Selatan,,"08°02'43.10"" S 131°17'27.49"" T",
81.03.40019,Pulau Babuan,,"07°24'08.01"" S 131°19'29.81"" T",TBP
81.03.40020,Pulau Bat Ndruak,,"08°00'04.00"" S 131°20'10.10"" T",
81.03.40021,Pulau Batarkusu,,"08°20'29.42"" S 130°49'15.12"" T",TBP. PPKT
81.03.40022,Pulau Batbual,,"08°04'47.93"" S 131°02'51.17"" T",TBP
81.03.40023,Pulau Batcor Da,,"07°39'05.10"" S 131°37'07.97"" T",TBP
81.03.40024,Pulau Batcor Dol,,"07°39'06.59"" S 131°37'09.12"" T",TBP
81.03.40025,Pulau Batcor Mbuir,,"07°39'08.79"" S 131°36'52.58"" T",TBP
81.03.40026,Pulau Batfior,,"07°40'13.19"" S 131°35'21.62"" T",TBP
81.03.40027,Pulau Batiflang Atakanak,,"07°54'46.90"" S 131°21'39.92"" T",TBP
81.03.40028,Pulau Batkawat,,"08°02'28.24"" S 131°11'16.85"" T",
81.03.40029,Pulau Batkendyapar,,"08°02'51.10"" S 131°17'26.00"" T",
