Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
14.07.40017,Pulau Jemur,,"02°52'49.00"" U 100°33'59.00"" T",BP
14.07.40018,Pulau Labuanbombang,,"01°42'24.20"" U 101°07'53.90"" T",TBP
14.07.40019,Pulau Labubilik,,"02°52'04.90"" U 100°33'18.71"" T",TBP
14.07.40020,Pulau Labuhanpapan Kecil,,"01°41'16.45"" U 101°03'27.63"" T",
14.07.40021,Pulau Pedamaran,,"02°02'45.26"" U 100°50'36.38"" T",TBP
14.07.40022,Pulau Sarangelang,,"02°52'12.89"" U 100°33'10.15"" T",TBP
14.07.40023,Pulau Sarangelang Kecik,,"02°52'27.29"" U 100°33'06.94"" T",TBP
14.07.40024,Pulau Sinaboi,,"02°18'12.00"" U 101°00'39.00"" T",TBP
14.07.40025,Pulau Tengah,,"01°44'16.58"" U 101°03'37.81"" T",TBP
14.07.40026,Pulau Tengah Utara,,"01°44'31.31"" U 101°03'37.83"" T",TBP
14.07.40027,Pulau Teromak,,"01°46'45.27"" U 101°00'59.77"" T",TBP
14.07.40028,Pulau Tukong,,"02°48'07.47"" U 100°38'37.53"" T",TBP
14.07.40029,Pulau Tukongmas,,"02°52'39.39"" U 100°33'11.22"" T",TBP
14.07.40030,Pulau Tukongmas Selatan,,"02°52'36.70"" U 100°33'14.05"" T",TBP
14.07.40031,Pulau Tukongsimbang,,"02°48'14.63"" U 100°38'32.74"" T",TBP
14.07.40032,Pulau Tukongsimbang Empat,,"02°48'03.17"" U 100°38'24.26"" T",TBP
14.07.40033,Pulau Tukongsimbang Enam,,"02°48'00.44"" U 100°38'21.13"" T",TBP
14.07.40034,Pulau Tukongsimbang Lima,,"02°48'01.37"" U 100°38'23.36"" T",TBP
14.07.40035,Pulau Tukongsimbang Tiga,,"02°48'20.14"" U 100°38'28.10"" T",TBP
14.07.40036,Pulau Tukongsimbang Tujuh,,"02°48'00.31"" U 100°38'19.41"" T",TBP
14.08,KAB. SIAK,1,,
14.08.40001,Pulau Tengah,,"01°08'33.00"" U 102°09'40.00"" T",TBP
14.10,KAB. KEPULAUAN MERANTI,12,,
14.10.40001,Pulau Berembang,,"00°52'39.24"" U 103°14'03.63"" T",TBP
14.10.40002,Pulau Burung,,"00°51'28.65"" U 103°13'55.01"" T",TBP
14.10.40003,Pulau Dedap,,"01°19'48.38"" U 102°22'29.97"" T",TBP
14.10.40004,Pulau Jadi,,"00°46'09.00"" U 102°53'50.00"" T",TBP
14.10.40005,Pulau Menggung,,"00°48'41.00"" U 103°05'33.00"" T",TBP
14.10.40006,Pulau Merbau,,"01°02'45.72"" U 102°31'56.44"" T",BP
14.10.40007,Pulau Padang,,"01°09'03.00"" U 102°20'48.00"" T",BP
14.10.40008,Pulau Panjang,,"00°46'26.86"" U 102°50'15.03"" T",TBP
14.10.40009,Pulau Rangsang,,"01°01'17.19"" U 102°55'08.94"" T",BP (PPKT)
14.10.40010,Pulau Setahun,,"01°03'45.00"" U 102°50'38.00"" T",TBP
14.10.40011,Pulau Tebingtinggi,,"00°53'29.60"" U 102°43'59.42"" T",BP
14.10.40012,Pulau Topang,,"00°45'29.00"" U 103°05'43.00"" T",BP
