K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
65,KALIMANTAN UTARA,,,,,,,
65.04,KAB. TANA TIDUNG,,,5,0,32,"3.504,336","Semula Wil. Prov. Kalimantan Timur.
Luas Wilayah Indikatif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
65.04.01,,,,1Sesayap,-,7,,Semula wil. Kab. Bulungan
65.04.01.2001,,,,,,1 Tideng Pale,,
65.04.01.2002,,,,,,2 Limbu Sedulun,,
65.04.01.2003,,,,,,3 Sebidai,,
65.04.01.2004,,,,,,4 Sedulun,,
65.04.01.2005,,,,,,5 Tideng Pale Timur,,
65.04.01.2006,,,,,,6 Gunawan,,
65.04.01.2007,,,,,,7 Sebawang,,
65.04.02,,,,2Sesayap Hilir,-,8,,Semula wil. Kab. Bulungan
65.04.02.2001,,,,,,1 Sesayap,,
65.04.02.2002,,,,,,2 Sengkong,,
65.04.02.2003,,,,,,3 Bebatu,,
65.04.02.2004,,,,,,4 Bandan Bikis,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
65.04.02.2005,,,,,,5 Sepala Dalung,,
65.04.02.2006,,,,,,6 Seludau,,
65.04.02.2007,,,,,,7 Menjelutung,,
65.04.02.2008,,,,,,8 Sesayap Selor,,Pemekaran sebagian wil Desa Sesayap Perda No. 5/2011
65.04.03,,,,3Tana Lia,-,5,,Semula wil. Kab. Bulungan
65.04.03.2001,,,,,,1 Tanah Merah,,
65.04.03.2002,,,,,,2 Tengku Dacing,,
65.04.03.2003,,,,,,3 Sambungan,,
65.04.03.2004,,,,,,4 Tanah Merah Barat,,Pemekaran sebagian wil Desa Tanah Merah Perda No. 5/2011
65.04.03.2005,,,,,,5 Sambungan Selatan,,Pemekaran sebagian wil Desa Sambungan Perda No. 5/2011
65.04.04,,,,4Betayau,-,6,,"Pemekaran sebagian Kec. Sesayap dan Kec. Sesayap Hilir, Perda No.
10/2012"
65.04.04.2001,,,,,,1 Buong Baru,,"Semula wil Kec. Sesayap Hilir, Perda No. 10/2012"
65.04.04.2002,,,,,,2 Bebakung,,"Semula wil Kec. Sesayap, Perda No. 10/2012"
65.04.04.2003,,,,,,3 Kujau,,"Semula wil Kec. Sesayap, Perda No. 10/2012"
65.04.04.2004,,,,,,4 Mendupo,,"Semula wil Kec. Sesayap, Perda No. 10/2012"
65.04.04.2005,,,,,,5 Maning,,"Pemekaran sebagian Desa Kujau, Perda No. 25/2011"
65.04.04.2006,,,,,,6 Periuk,,"Pemekaran sebagian Desa Mendupo, Perda No. 25/2011"
65.04.05,,,,5Muruk Rian,-,6,,"Pemekaran sebagian Kec. Sesayap, Perda No. 10/2012"
65.04.05.2001,,,,,,1 Seputuk,,"Semula wil Kec. Sesayap, Perda No. 10/2012"
65.04.05.2002,,,,,,2 Rian,,"Semula wil Kec. Sesayap, Perda No. 10/2012"
,,,,,,,,
