NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
XXXI,81,MALUKU,,9,2,118,35,1200,46.158,1.886.735,
,81.01,1 KAB. MALUKU TENGAH,Masohi,,,18,6,186,8.254,428.755,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,81.01.01,1 Amahai,,,,,1,14,,,
,81.01.02,2 Teon Nila Serua,,,,,,16,,,
,,Kairatu,,,,,,,,,"Menjadi wil Kab. Seram Bagian Barat, UU No. 40/2003"
,,Seram Barat,,,,,,,,,"Menjadi wil Kab. Seram Bagian Barat, UU No. 40/2003"
,,Taniwel,,,,,,,,,"Menjadi wil Kab. Seram Bagian Barat, UU No. 40/2003"
,81.01.06,6 Seram Utara,,,,,,20,,,
,,Bula,,,,,,,,,"Menjadi wil Kab. Seram Bagian Timur, UU No. 40/2003"
,,Seram Timur,,,,,,,,,"Menjadi wil Kab. Seram Bagian Timur, UU No. 40/2003"
,81.01.09,9 Banda,,,,,,18,,,
,,Werinama,,,,,,,,,"Menjadi wil Kab. Seram Bagian Timur, UU No. 40/2003"
,81.01.11,11 Tehoru,,,,,,10,,,
,81.01.12,12 Saparua,,,,,,7,,,
,81.01.13,13 Pulau Haruku,,,,,,11,,,
,81.01.14,14 Salahutu,,,,,,6,,,
,81.01.15,15 Leihitu,,,,,,11,,,
,81.01.16,16 Nusa Laut,,,,,,7,,,
,81.01.17,17 Kota Masohi,,,,,5,,,,
,,Huamual Belakang,,,,,,,,,"Menjadi wil Kab. Seram Bagian Barat, UU No. 40/2003"
,,Pulau Gorom,,,,,,,,,"Menjadi wil Kab. Seram Bagian Timur, UU No. 40/2003"
,81.01.20,20 Seram Utara Barat,,,,,,13,,,Perda No. 25/2007
,81.01.21,21 Teluk Elpaputih,,,,,,4,,,Perda No. 26/2007
,81.01.22,22 Leihitu Barat,,,,,,5,,,Perda No. 27/2007
,81.01.23,23 Telutih,,,,,,10,,,Pemekaran Kec. Tehoru Perda No. 8/2010
,81.01.24,24 Seram Utara Timur Seti,,,,,,12,,,Pemekaran Kec. Seram Utara Perda No. 9/2010
,81.01.25,25 Seram Utara Timur Kobi,,,,,,12,,,Pemekaran Kec. Seram Utara Perda No. 10/2010
,81.01.26,26 Saparua Timur,,,,,,10,,,Pemekaran Kec. Saparua Perda No. 11/2012
,81.02,2 KAB. MALUKU TENGGARA,"Langgur, Kec. Kei Keci",l,,11,1,190,1.017,128.305,"Luas Wilayah Definitif, PAWAP & PGP, sesuai Surat Kapus PPBW
BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022"
,81.02.01,1 Kei Kecil,,,,,1,14,,,
