Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
63.02.40074,Pulau Kersikhitam,,"03°00'10.00"" S 116°09'31.00"" T",TBP
63.02.40075,Pulau Kerumputan,,"04°03'05.00"" S 116°10'18.00"" T",BP
63.02.40076,Pulau Kunyit,,"04°05'15.00"" S 116°02'40.99"" T",BP
63.02.40077,Pulau Kunyit Matasirih,,"04°46'37.48"" S 115°51'45.10"" T",TBP
63.02.40078,Pulau Laki Bungkukan,,"02°49'52.69"" S 116°07'44.05"" T",TBP
63.02.40079,Pulau Laki Cantung,,"02°59'02.00"" S 116°05'57.99"" T",TBP
63.02.40080,Pulau Langadai,,"03°14'22.99"" S 116°10'28.99"" T",BP
63.02.40081,Pulau Laut,,"03°40'03.00"" S 116°09'58.00"" T",BP
63.02.40082,Pulau Lereklerekan,,"03°30'36.00"" S 117°27'27.00"" T",Permendagri No 53 Tahun 2014
63.02.40083,Pulau Mangkuk,,"03°00'24.99"" S 116°03'16.99"" T",TBP
63.02.40084,Pulau Manti,,"03°22'09.00"" S 116°22'14.00"" T",TBP
63.02.40085,Pulau Marabatuan,,"04°22'09.99"" S 115°48'16.99"" T",BP
63.02.40086,Pulau Maradapan,,"04°42'24.99"" S 115°43'52.00"" T",BP
63.02.40087,Pulau Maraeng,,"03°38'56.37"" S 116°36'21.81"" T",TBP
63.02.40088,Pulau Matasirih,,"04°47'52.00"" S 115°48'56.00"" T",BP
63.02.40089,Pulau Merdeka,,"03°14'20.00"" S 116°11'03.99"" T",TBP
63.02.40090,Pulau Nangka Besar,,"03°05'08.00"" S 116°16'39.00"" T",TBP
63.02.40091,Pulau Nangka Kecil,,"03°05'38.00"" S 116°15'47.99"" T",TBP
63.02.40092,Pulau Ondong,,"04°05'21.71"" S 116°14'51.64"" T",TBP
63.02.40093,Pulau Palaburan,,"02°37'27.00"" S 116°12'20.00"" T",TBP
63.02.40094,Pulau Pamalikan,,"04°45'02.99"" S 115°52'44.00"" T",BP
63.02.40095,Pulau Panci,,"03°09'41.61"" S 116°04'41.61"" T",BP
63.02.40096,Pulau Pandangpandangan,,"04°24'11.00"" S 116°10'18.00"" T",TBP
63.02.40097,Pulau Parak,,"02°33'48.03"" S 116°22'40.27"" T",TBP
63.02.40098,Pulau Pardamaian Besar,,"03°39'22.00"" S 116°23'07.00"" T",TBP
63.02.40099,Pulau Pasir,,"03°56'17.98"" S 116°15'55.48"" T",TBP
63.02.40100,Pulau Payungpayungan,,"04°23'03.99"" S 115°50'10.00"" T",TBP
63.02.40101,Pulau Rambai,,"02°52'09.85"" S 116°07'07.71"" T",TBP
63.02.40102,Pulau Sambargalang,,"04°24'19.00"" S 116°10'13.00"" T",BP
63.02.40103,Pulau Sambergelap,,"03°39'31.00"" S 116°36'16.99"" T",TBP
63.02.40104,Pulau Samut,,"04°04'41.91"" S 116°03'30.30"" T",TBP
63.02.40105,Pulau Santimunan Dalam,,"02°33'22.00"" S 116°18'40.00"" T",BP
63.02.40106,Pulau Santimunan Luar,,"02°35'25.00"" S 116°18'16.99"" T",BP
63.02.40107,Pulau Sarang,,"04°23'38.23"" S 115°47'27.69"" T",TBP
63.02.40108,Pulau Sari,,"02°59'56.00"" S 116°04'00.99"" T",TBP
63.02.40109,Pulau Sawah,,"03°39'26.90"" S 116°36'03.78"" T",TBP
63.02.40110,Pulau Sebuku,,"03°32'12.00"" S 116°22'25.00"" T",BP
63.02.40111,Pulau Sepisau,,"02°37'18.33"" S 116°16'23.09"" T",BP
63.02.40112,Pulau Serudung,,"03°50'25.00"" S 116°18'28.00"" T",BP
63.02.40113,Pulau Sungaihalangan,,"02°48'23.04"" S 116°07'12.96"" T",TBP
