NO,KODE,"N A M A
KABUPATEN / KOTA",J U M L A H,,,"LUAS
WILAYAH
(Km2)*","JUMLAH
PENDUDUK
(Jiwa)**",K E T E R A N G A N
,,,KEC,KEL,DESA,,,
"1
2
3
4
5
6
7
8
9
10","64.01
64.02
64.03
64.07
64.08
64.09
64.11
64.71
64.72
64.74","KAB. PASER
KAB. KUTAI KARTANEGARA
KAB. BERAU
KAB. KUTAI BARAT
KAB. KUTAI TIMUR
KAB. PENAJAM PASER UTARA
KAB. MAHAKAM ULU
KOTA BALIKPAPAN
KOTA SAMARINDA
KOTA BONTANG","10
20
13
16
18
4
5
6
10
3","5
44
10
4
2
24
0
34
59
15","139
193
100
190
139
30
50
0
0
0","10.708,203
26.926,494
21.008,640
13.769,367
31.580,182
3.173,304
18.427,794
509,702
716,783
160,810","292.879
765.284
266.710
173.001
425.613
188.923
36.153
718.423
838.935
185.928","Perubahan Nama Kab. Pasir menjadi Paser, PP No. 49/2007, Perubahan nama Ibu Kota PP No. 7/2013.
Luas Wilayah Indikatif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022.
PP No. 8/2002 tentang Perubahan nama Kabupaten Kutai menjadi Kabupaten Kutai Kartanegara.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW & GP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022.
UU No. 2 Tahun 2013.
Luas Wilayah Indikatif, PGGB sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022.
Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022."
,,JUMLAH,105,197,841,"126.981,279",3.891.849,
