K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35,JAWA TIMUR,,,,,,,
35.72,KOTA BLITAR,,,3,21,0,"33,203","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
35.72.01,,,,1Kepanjenkidul,7,-,,
35.72.01.1001,,,,,1Kepanjenkidul,,,
35.72.01.1002,,,,,2Ngadirejo,,,
35.72.01.1003,,,,,3Sentul,,,
35.72.01.1004,,,,,4Kauman,,,
35.72.01.1005,,,,,5Tanggung,,,
35.72.01.1006,,,,,6Bendo,,,
35.72.01.1007,,,,,7Kepanjenlor,,,
35.72.02,,,,2Sukorejo,7,-,,
35.72.02.1001,,,,,1Pakunden,,,
35.72.02.1002,,,,,2Blitar,,,
35.72.02.1003,,,,,3Tlumpu,,,
35.72.02.1004,,,,,4Turi,,,
35.72.02.1005,,,,,5Karangsari,,,
35.72.02.1006,,,,,6Sukorejo,,,
35.72.02.1007,,,,,7Tanjungsari,,,"Menjadi Kel., Perda No. 4/2005."
35.72.03,,,,3Sananwetan,7,-,,
35.72.03.1001,,,,,1Gedog,,,
35.72.03.1002,,,,,2Plosokerep,,,
35.72.03.1003,,,,,3Klampok,,,
35.72.03.1004,,,,,4Sananwetan,,,
35.72.03.1005,,,,,5Rembang,,,
35.72.03.1006,,,,,6Karangtengah,,,"Perbaikan nama kelurahan semula Karang Tengah menjadi
Karangtengah sesuai Surat Walikota Blitar Tanggal 4 Juli 2022 No.
118/2482/410.010.1/2022."
35.72.03.1007,,,,,7Bendogerit,,,
