K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.08.08,,,,8Samudera,-,40,,
11.08.08.2001,,,,,,1 Pie,,
11.08.08.2002,,,,,,2 Asan,,
11.08.08.2003,,,,,,3 Murong,,
11.08.08.2004,,,,,,4 Blang Kabu,,
11.08.08.2005,,,,,,5 Mancang,,
11.08.08.2006,,,,,,6 Keude Geudong,,
11.08.08.2007,,,,,,7 Blang Peuria,,
11.08.08.2008,,,,,,8 Teupin Ara,,
11.08.08.2009,,,,,,9 Teupin Beulangan,,
11.08.08.2010,,,,,,"10 Krueng Baro
Langgahan",,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.08.08.2011,,,,,,11 Pusong,,
11.08.08.2012,,,,,,12 Tanjong Kleng,,
11.08.08.2013,,,,,,13 Gampong Baro,,
11.08.08.2014,,,,,,14 Beuringen,,
11.08.08.2015,,,,,,15 Kuta Krueng,,
11.08.08.2016,,,,,,16 Kuta Glumpang,,
11.08.08.2017,,,,,,17 Meucat,,
11.08.08.2018,,,,,,"18 Krueng Baro Blang
Mee",,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.08.08.2019,,,,,,19 Ujong,,
11.08.08.2020,,,,,,20 Mesjid,,
11.08.08.2021,,,,,,21 Teungoh,,
11.08.08.2022,,,,,,"22 Keude Blang Mee
Pulo Klat",,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.08.08.2023,,,,,,23 Puuk,,
11.08.08.2024,,,,,,24 Lancang,,
11.08.08.2025,,,,,,25 Matang Ulim,,
11.08.08.2026,,,,,,26 Sawang,,
11.08.08.2027,,,,,,27 Laga Baro,,
11.08.08.2028,,,,,,28 Pulo,,
11.08.08.2029,,,,,,29 Matang Tunong,,
11.08.08.2030,,,,,,30 Matang Puntong,,
11.08.08.2031,,,,,,31 Blang Nibong,,
11.08.08.2032,,,,,,32 Tanjong Baroh,,
11.08.08.2033,,,,,,33 Tanjong Hagu,,
11.08.08.2034,,,,,,34 Tanjong Reungkam,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
,,,,,,,,
