K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
92,PAPUA BARAT,,,,,,,
92.10,KAB. MAYBRAT,,,24,1,259,"5.385,679","Luas Wilayah Indikatif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
92.10.01,,,,1Aifat,-,23,,Semula wil. Kab. Sorong
92.10.01.2001,,,,,,1 Kumurkek,,
92.10.01.2002,,,,,,2 Susumuk,,
92.10.01.2003,,,,,,3 Kokas,,
92.10.01.2004,,,,,,4 Kocuas,,Perda No. 3/2012
92.10.01.2005,,,,,,5 Kocuwer,,
92.10.01.2006,,,,,,6 Bori,,
92.10.01.2007,,,,,,7 Werjaya,,
92.10.01.2008,,,,,,8 Tehahite,,"Perbaikan nama hasil rakernis Ditjen Pemdes tgl 1 April 2016 di
Yogyakarta"
92.10.01.2009,,,,,,9 Faitmayaf,,
92.10.01.2010,,,,,,10 Aisyo,,
92.10.01.2011,,,,,,11 Futon,,
92.10.01.2012,,,,,,12 Sampika,,Pemekaran desa Tehahite Perda No. 1/2012
92.10.01.2013,,,,,,13 Martaim,,Pemekaran desa Susumuk Perda No. 1/2012
92.10.01.2014,,,,,,14 Frawebo,,Pemekaran desa Susumuk Perda No. 1/2012
92.10.01.2015,,,,,,15 Faitsawe,,Pemekaran desa Kokas Perda No. 1/2012
92.10.01.2016,,,,,,16 Kocuwer Selatan,,Pemekaran desa Wer Jaya Perda No. 1/2012
92.10.01.2017,,,,,,17 Faitmayaf Barat,,"Perbaikan nama hasil rakernis Ditjen Pemdes tgl 1 April 2016 di
Yogyakarta"
92.10.01.2018,,,,,,18 Sikof,,Pemekaran desa Faitmayat Barat Perda No. 1/2012
92.10.01.2019,,,,,,19 Bori Timur,,Pemekaran desa Bori Perda No. 1/2012
92.10.01.2020,,,,,,20 Kumurkek Barat,,Pemekaran desa Kumurkek Perda No. 1/2012
92.10.01.2021,,,,,,21 Ainod,,Pemekaran desa Asyo Perda No. 1/2012
92.10.01.2022,,,,,,22 Kocuas Utara,,Pemekaran desa Kocuas Perda No. 1/2012
92.10.01.2023,,,,,,23 Sunei,,Pemekaran desa Kumurkek Perda No. 1/2012
92.10.02,,,,2Aifat Utara,-,20,,Semula wil. Kab. Sorong
92.10.02.2001,,,,,,1 Ayawasi,,
92.10.02.2002,,,,,,2 Ayawasi Selatan,,
92.10.02.2003,,,,,,3 Ayawasi Timur,,
92.10.02.2004,,,,,,4 Susai,,
92.10.02.2005,,,,,,5 Fonatu,,
92.10.02.2006,,,,,,6 Mosun,,
92.10.02.2007,,,,,,7 Wayane,,
92.10.02.2008,,,,,,8 Konja,,
92.10.02.2009,,,,,,9 Yarat,,
