K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73.09.04.2005,,,,,,2 Mattirotasi,,"Koreksi nama 'Mattiro Tasi' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
73.09.04.2006,,,,,,3 Majannang,,
73.09.04.2007,,,,,,4 Borimasunggu,,"Koreksi nama 'Bori Masunggu' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019"
73.09.05,,,,5Bontoa,1,8,,
73.09.05.1001,,,,,1Bontoa,,,
73.09.05.2002,,,,,,1 Pajjukukang,,"Perbaikan nama desa semula Pajukukang menjadi Pajjukukang, sesuai:
Perda No. 5 Tahun 2012;
Surat Sekda Prov. Sulsel No.146.4/5036/DPMD tgl 30 Mei 2022; dan
Surat Dirjen Bina Pemdes No. 145/2999/BPD tgl 13 Juni 2022."
73.09.05.2003,,,,,,2 Tunikamaseang,,
73.09.05.2004,,,,,,3 Tupabbiring,,"Koreksi nama 'Tuppabiring' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019
Perbaikan nama desa semula Tupabiring menjadi Tupabbiring, sesuai:
Perda No. 5 Tahun 2012;
Surat Sekda Prov. Sulsel No.146.4/5036/DPMD tgl 30 Mei 2022; dan
Surat Dirjen Bina Pemdes No. 145/2999/BPD tgl 13 Juni 2022."
73.09.05.2005,,,,,,4 Botolempangang,,"Koreksi nama 'Bontolempangang' Srt Ditjen BPD No 140/5118/BPD tgl
18 Juli 2019"
73.09.05.2006,,,,,,5 Salenrang,,
73.09.05.2007,,,,,,6 Minasa Upa,,"Koreksi nama 'Minasupa' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
73.09.05.2008,,,,,,7 Ampekale,,"Koreksi nama 'Ampikale' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
73.09.05.2009,,,,,,8 Bonto Bahari,,
73.09.06,,,,6Malllawa,1,10,,
73.09.06.1001,,,,,1Sabila,,,
73.09.06.2002,,,,,,1 Padaelo,,
73.09.06.2003,,,,,,2 Batu Putih,,
73.09.06.2004,,,,,,3 Wanua Waru,,"Koreksi nama 'Wanua Waru' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019
Perbaikan nama desa semula Wanuawaru menjadi Wanua Waru,
sesuai:
Perda No. 5 Tahun 2012;
Surat Sekda Prov. Sulsel No.146.4/5036/DPMD tgl 30 Mei 2022; dan
Surat Dirjen Bina Pemdes No. 145/2999/BPD tgl 13 Juni 2022."
73.09.06.2005,,,,,,4 Telumpanuae,,"Koreksi nama 'Telepanuae' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019
Perbaikan nama desa semula Tellumpanuae menjadi Telumpanuae,
sesuai:
Perda No. 5 Tahun 2012;
Surat Sekda Prov. Sulsel No.146.4/5036/DPMD tgl 30 Mei 2022; dan
Surat Dirjen Bina Pemdes No. 145/2999/BPD tgl 13 Juni 2022."
73.09.06.2006,,,,,,5 Samaenre,,
73.09.06.2007,,,,,,6 Bentenge,,
,,,,,,,,
