NO,KODE,"N A M A
KABUPATEN / KOTA",J U M L A H,,,"LUAS
WILAYAH
(Km2)*","JUMLAH
PENDUDUK
(Jiwa)**",K E T E R A N G A N
,,,KEC,KEL,DESA,,,
"20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38","35.20
35.21
35.22
35.23
35.24
35.25
35.26
35.27
35.28
35.29
35.71
35.72
35.73
35.74
35.75
35.76
35.77
35.78
35.79","KAB. MAGETAN
KAB. NGAWI
KAB. BOJONEGORO
KAB. TUBAN
KAB. LAMONGAN
KAB. GRESIK
KAB. BANGKALAN
KAB. SAMPANG
KAB. PAMEKASAN
KAB. SUMENEP
KOTA KEDIRI
KOTA BLITAR
KOTA MALANG
KOTA PROBOLINGGO
KOTA PASURUAN
KOTA MOJOKERTO
KOTA MADIUN
KOTA SURABAYA
KOTA BATU","18
19
28
20
27
18
18
14
13
27
3
3
5
5
4
3
3
31
3","28
4
11
17
12
26
8
6
11
4
46
21
57
29
34
18
27
153
5","207
213
419
311
462
330
273
180
178
330
0
0
0
0
0
0
0
0
19","706,444
1.395,804
2.312,627
1.973,501
1.752,710
1.256,364
1.301,030
1.228,252
795,154
2.084,023
67,232
33,203
111,077
54,676
38,996
20,217
36,126
335,925
194,170","689.898
897.478
1.343.164
1.224.357
1.380.854
1.284.863
1.083.910
950.430
857.264
1.135.441
293.287
158.423
867.042
242.912
211.220
140.442
201.611
2.972.801
216.136","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PGP, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
