NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,32.15.18,18 Rawamerta,,,,,,13,,,Perda No. 2/2005
,32.15.19,19 Lemahabang,,,,,,11,,,Perda No. 2/2005
,32.15.20,20 Tempuran,,,,,,14,,,Perda No. 2/2005
,32.15.21,21 Majalaya,,,,,,7,,,Perda No. 2/2005
,32.15.22,22 Jayakerta,,,,,,8,,,Perda No. 2/2005
,32.15.23,23 Cilamaya Kulon,,,,,,12,,,Perda No. 2/2005
,32.15.24,24 Banyusari,,,,,,12,,,Perda No. 2/2005
,32.15.25,25 Kota Baru,,,,,,9,,,Perda No. 2/2005
,32.15.26,26 Karawang Timur,,,,,4,4,,,Perda No. 2/2005
,32.15.27,27 Telukjambe Barat,,,,,,10,,,Perda No. 2/2005
,32.15.28,28 Tegalwaru,,,,,,9,,,Perda No. 2/2005
,32.15.29,29 Purwasari,,,,,,8,,,Perda No. 2/2005
,32.15.30,30 Cilebar,,,,,,10,,,Perda No. 2/2005
,32.16,16 KAB. BEKASI,Cikarang,,,23,8,179,1.251,3.079.730,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,32.16.01,1 Tarumajaya,,,,,1,7,,,
,32.16.02,2 Babelan,,,,,2,7,,,
,32.16.03,3 Sukawangi,,,,,,7,,,
,32.16.04,4 Tambelang,,,,,,7,,,
,32.16.05,5 Tambun Utara,,,,,,8,,,
,32.16.06,6 Tambun Selatan,,,,,1,9,,,
,32.16.07,7 Cibitung,,,,,1,6,,,
,32.16.08,8 Cikarang Barat,,,,,1,10,,,
,32.16.09,9 Cikarang Utara,,,,,,11,,,
,32.16.10,10 Karang Bahagia,,,,,,8,,,
,32.16.11,11 Cikarang Timur,,,,,1,7,,,
,32.16.12,12 Kedung Waringin,,,,,,7,,,
,32.16.13,13 Pebayuran,,,,,1,12,,,
,32.16.14,14 Sukakarya,,,,,,7,,,
,32.16.15,15 Sukatani,,,,,,7,,,
,32.16.16,16 Cabangbungin,,,,,,8,,,
,32.16.17,17 Muaragembong,,,,,,6,,,
,32.16.18,18 Setu,,,,,,11,,,
,32.16.19,19 Cikarang Selatan,,,,,,7,,,
,32.16.20,20 Cikarang Pusat,,,,,,6,,,
