Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.03.40149,Pulau Serayak,,"02°41'02.00"" U 108°34'31.00"" T",BP
21.03.40150,Pulau Seremang,,"02°30'13.00"" U 108°59'08.99"" T",BP
21.03.40151,Pulau Serungus,,"03°46'09.00"" U 108°06'51.00"" T",TBP
21.03.40152,Pulau Setai,,"03°37'27.00"" U 108°08'10.00"" T",TBP
21.03.40153,Pulau Setanau,,"03°37'27.05"" U 108°07'41.74"" T",TBP
21.03.40154,Pulau Siau,,"03°47'11.00"" U 108°13'05.99"" T",TBP
21.03.40155,Pulau Simbok,,"03°52'25.00"" U 108°22'59.00"" T",TBP
21.03.40156,Pulau Subi Besar,,"02°56'08.00"" U 108°51'14.00"" T",BP
21.03.40157,Pulau Subi Kecil,,"03°01'54.00"" U 108°51'24.99"" T",BP (PPKT)
21.03.40158,Pulau Tanjungjeragi,,"02°30'02.43"" U 108°59'01.27"" T",TBP
21.03.40159,Pulau Tanjungseremang,,"02°30'23.87"" U 108°59'02.98"" T",TBP
21.03.40160,Pulau Tembalui,,"02°51'45.56"" U 108°54'27.36"" T",TBP
21.03.40161,Pulau Teruntum,,"04°04'39.14"" U 108°16'32.15"" T",TBP
21.03.40162,Pulau Timau,,"03°18'03.43"" U 107°33'15.69"" T",TBP
21.03.40163,Pulau Tokong,,"03°48'06.02"" U 107°59'31.19"" T",TBP
21.03.40164,Pulau Tokongboro,,"04°04'00.99"" U 107°26'08.99"" T",TBP (PPKT)
21.03.40165,Pulau Tokongburung,,"04°25'28.57"" U 107°41'13.02"" T",TBP
21.03.40166,Pulau Tokongmalu,,"02°17'26.93"" U 108°53'45.54"" T",TBP
21.03.40167,Pulau Tokongmuri,,"01°51'50.00"" U 108°38'26.00"" T",TBP
21.03.40168,Pulau Tokongserayak,,"02°42'37.90"" U 108°36'18.56"" T",TBP
21.03.40169,Pulau Tudan,,"02°55'01.94"" U 108°44'58.70"" T",BP
21.03.40170,Pulau Tundok,,"02°28'54.99"" U 108°59'11.00"" T",TBP
21.03.40171,Pulau Tundok Kecil,,"02°28'45.00"" U 108°59'17.99"" T",TBP
21.03.40172,Pulau Ujuk,,"02°29'36.98"" U 108°57'32.12"" T",TBP
21.04,KAB. LINGGA,630,,
21.04.40001,Pulau Adu,,"00°15'06.99"" U 104°25'58.54"" T",TBP
21.04.40002,Pulau Adu Besar/Darat,,"00°14'50.75"" U 104°26'19.75"" T",
21.04.40003,Pulau Adu Kecik,,"00°15'06.00"" U 104°26'17.37"" T",TBP
21.04.40004,Pulau Air,,"00°08'31.38"" U 104°26'43.47"" T",TBP
21.04.40005,Pulau Air Batu,,"00°01'07.00"" U 104°32'53.99"" T",
21.04.40006,Pulau Air Besar,,"00°23'17.81"" U 104°18'47.23"" T",TBP
21.04.40007,Pulau Air Kecik,,"00°23'16.88"" U 104°18'49.80"" T",TBP
21.04.40008,Pulau Air Sampit,,"00°14'55.93"" U 104°26'54.72"" T",
21.04.40009,Pulau Airbatu,,"00°00'36.50"" U 104°30'16.78"" T",BP
21.04.40010,Pulau Airkulah,,"00°26'40.20"" U 104°24'13.35"" T",BP
21.04.40011,Pulau Airmesi,,"00°10'23.95"" U 104°29'25.18"" T",TBP
21.04.40012,Pulau Airsunda,,"00°28'05.99"" U 104°24'37.08"" T",TBP
21.04.40013,Pulau Akat,,"00°02'38.03"" U 104°43'53.11"" T",TBP
21.04.40014,Pulau Alangtiga,,"00°32'19.00"" S 104°01'45.00"" T",TBP
21.04.40015,Pulau Alut,,"00°03'49.57"" S 104°42'11.48"" T",TBP
