K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
63.09.07.2010,,,,,,10 Palapi,,"Perbaikan nama sesuai Surat Kepala BPMPD tgl 14 Maret 2017 dan
Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
63.09.07.2011,,,,,,11 Kampung Baru,,
63.09.07.2012,,,,,,12 Salikung,,
63.09.07.2013,,,,,,13 Ribang,,
63.09.07.2014,,,,,,14 Sungai Kumap,,
63.09.08,,,,8Muara Harus,-,7,,
63.09.08.2001,,,,,,1 Madang,,
63.09.08.2002,,,,,,2 Tantaringin,,"Perbaikan nama desa sesuai lampiran surat Kepala BPMPD tgl 23
Maret 2016, Perbaikan nama sesuai Srt Ditjen Pemdes
No.145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil validasi"
63.09.08.2003,,,,,,3 Murung Karangan,,
63.09.08.2004,,,,,,4 Padangin,,"Perbaikan nama desa sesuai lampiran surat Kepala BPMPD tgl 23
Maret 2016"
63.09.08.2005,,,,,,5 Manduin,,
63.09.08.2006,,,,,,6 Mantuil,,
63.09.08.2007,,,,,,7 Harus,,
63.09.09,,,,9Pugaan,-,7,,
63.09.09.2001,,,,,,1 Pugaan,,
63.09.09.2002,,,,,,2 Pampanan,,
63.09.09.2003,,,,,,3 Sungai Rukam II,,"Perbaikan nama desa sesuai lampiran surat Kepala BPMPD tgl 23
Maret 2016"
63.09.09.2004,,,,,,4 Sungai Rukam I,,"Perbaikan nama desa sesuai lampiran surat Kepala BPMPD tgl 23
Maret 2016"
63.09.09.2005,,,,,,5 Jirak,,
63.09.09.2006,,,,,,6 Halangan,,
63.09.09.2007,,,,,,7 Tamunti,,
63.09.10,,,,10Upau,-,6,,
63.09.10.2001,,,,,,1 Bilas,,
63.09.10.2002,,,,,,2 Kaong,,
63.09.10.2003,,,,,,3 Pangelak,,
63.09.10.2004,,,,,,4 Kinarum,,
63.09.10.2005,,,,,,5 Masingai II,,
63.09.10.2006,,,,,,6 Masingai I,,
63.09.11,,,,11Jaro,-,9,,
63.09.11.2001,,,,,,1 Teratau,,
63.09.11.2002,,,,,,2 Namun,,
63.09.11.2003,,,,,,3 Jaro,,
63.09.11.2004,,,,,,4 Solan,,
63.09.11.2005,,,,,,5 Muang,,
63.09.11.2006,,,,,,6 Lano,,
63.09.11.2007,,,,,,7 Purui,,
,,,,,,,,
