Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.02.40118,Pulau Menteras Besar,,"00°52'09.00"" U 103°37'25.00"" T",TBP
21.02.40119,Pulau Menteras Kecil,,"00°52'38.37"" U 103°37'15.98"" T",TBP
21.02.40120,Pulau Menterus,,"00°35'48.99"" U 103°39'34.99"" T",TBP
21.02.40121,Pulau Merak,,"00°57'24.99"" U 103°21'38.99"" T",BP
21.02.40122,Pulau Meribung,,"00°44'58.39"" U 103°51'15.20"" T",TBP
21.02.40123,Pulau Merottok Besar,,"00°45'42.99"" U 103°51'27.00"" T",TBP
21.02.40124,Pulau Merottok Kecil,,"00°45'32.00"" U 103°51'38.99"" T",TBP
21.02.40125,Pulau Meya,,"00°33'54.00"" U 103°37'50.99"" T",TBP
21.02.40126,Pulau Moro Darat,,"00°45'36.00"" U 103°41'12.00"" T",BP
21.02.40127,Pulau Moro Laut,,"00°45'58.00"" U 103°39'50.00"" T",TBP
21.02.40128,Pulau Moro Tengah,,"00°45'42.99"" U 103°40'28.99"" T",BP
21.02.40129,Pulau Mudu,,"01°05'38.65"" U 103°17'16.46"" T",TBP
21.02.40130,Pulau Murai,,"00°49'22.93"" U 103°41'32.97"" T",TBP
21.02.40131,Pulau Muraibatu,,"00°53'13.99"" U 103°47'48.00"" T",BP
21.02.40132,Pulau Musang,,"00°35'06.00"" U 103°33'59.00"" T",TBP
21.02.40133,Pulau Nangka,,"00°54'32.00"" U 103°21'36.00"" T",TBP
21.02.40134,Pulau Nangoi,,"01°09'42.00"" U 103°21'41.00"" T",TBP
21.02.40135,Pulau Nenas,,"00°52'40.94"" U 103°48'28.43"" T",TBP
21.02.40136,Pulau Ngal,,"00°41'16.00"" U 103°35'06.00"" T",BP
21.02.40137,Pulau Nibung,,"00°54'45.00"" U 103°28'40.00"" T",TBP
21.02.40138,Pulau Nibung,,"00°52'40.00"" U 103°48'15.99"" T",TBP
21.02.40139,Pulau Nipah,,"00°55'44.00"" U 103°20'29.00"" T",BP
21.02.40140,Pulau Nipah Darat,,"00°38'21.00"" U 103°33'15.00"" T",TBP
21.02.40141,Pulau Nipah Kecil,,"00°45'35.72"" U 103°50'16.12"" T",
21.02.40142,Pulau Nipah Laut,,"00°37'16.00"" U 103°33'51.99"" T",TBP
21.02.40143,Pulau Nipah Tengah,,"00°37'58.00"" U 103°33'29.00"" T",TBP
21.02.40144,Pulau Nipis,,"00°36'38.00"" U 103°40'27.99"" T",TBP
21.02.40145,Pulau Niur,,"00°40'26.00"" U 103°33'27.00"" T",TBP
21.02.40146,Pulau Ojol,,"00°53'06.00"" U 103°47'57.00"" T",TBP
21.02.40147,Pulau Pacet,,"00°50'53.99"" U 103°29'57.99"" T",TBP
21.02.40148,Pulau Pait,,"00°51'30.22"" U 103°47'50.19"" T",TBP
21.02.40149,Pulau Pandai Barat,,"00°44'39.48"" U 103°20'26.40"" T",TBP
21.02.40150,Pulau Pandai Timur,,"00°44'36.00"" U 103°20'49.81"" T",TBP
21.02.40151,Pulau Pandan,,"00°47'04.99"" U 103°57'52.99"" T",TBP
21.02.40152,Pulau Pandan Besar,,"00°56'48.99"" U 103°29'30.00"" T",TBP
21.02.40153,Pulau Pandan Kecil,,"00°57'09.00"" U 103°29'40.99"" T",TBP
21.02.40154,Pulau Panjang,,"00°44'17.17"" U 103°33'55.55"" T",BP
21.02.40155,Pulau Panjang,,"00°51'19.00"" U 103°40'28.99"" T",BP
21.02.40156,Pulau Parang,,"00°54'22.00"" U 103°48'07.99"" T",TBP
21.02.40157,Pulau Parit,,"00°56'51.00"" U 103°27'09.00"" T",BP
