K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.08.26.2007,,,,,,7 Sangkelan,,"Semula wil. Kec. Nisam, Perbaikan nama sesuai Validasi Data Nama
dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.08.26.2008,,,,,,8 Blang Pala,,Semula wil. Kec. Nisam
11.08.26.2009,,,,,,9 Paya Beunyot,,"Semula wil. Kec. Nisam.
Perbaikan nama desa semula Paya Beunyet menjadi Paya Beunyot,
sesuai:
Qanun No. 5 Tahun 2016; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.08.27,,,,27Nisam Antara,-,6,,Qanun No. 32/2005
11.08.27.2001,,,,,,1 Alue Dua,,Semula wil. Kec. Nisam
11.08.27.2002,,,,,,2 Seumirah,,Semula wil. Kec. Nisam
11.08.27.2003,,,,,,3 Darussalam,,Semula wil. Kec. Nisam
11.08.27.2004,,,,,,4 Alue Papeun,,Semula wil. Kec. Nisam
11.08.27.2005,,,,,,5 Blang Jrat,,Semula wil. Kec. Nisam
11.08.27.2006,,,,,,6 Blang Pohroh,,"Semula wil. Kec. Nisam, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
,,,,,,Bate Pila,,
,,,,,,Bandar Khalifah,,
,,,,,,Blang Rimeh,,
,,,,,,Babussalam,,
,,,,,,Krueng Tuan,,
,,,,,,Bandar Selamat,,
,,,,,,Balee Gajah,,
,,,,,,Batee Lusong,,
,,,,,,SP. Rambong,,
