NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,14.10.03,3 Rangsang,,,,,,14,,,Semula wil. Kab. Bengkalis
,14.10.04,4 Tebing Tinggi Barat,,,,,,14,,,Semula wil. Kab. Bengkalis
,14.10.05,5 Merbau,,,,,1,9,,,Semula wil. Kab. Bengkalis
,14.10.06,6 Pulaumerbau,,,,,,11,,,"Pemekaran sebagian wil Kec. Merbau, Perda No. 7/2011"
,14.10.07,7 Tebing Tinggi Timur,,,,,,10,,,"Pemekaran sebagian wil Kec. Tebing Tinggi, Perda No. 15/2012"
,14.10.08,8 Tasik Putri Puyu,,,,,,10,,,"Pemekaran sebagian wil Kec. Merbau, Perda No. 16/2012"
,14.10.09,9 Rangsang Pesisir,,,,,,11,,,"Pemekaran sebagian wil Kec. Rangsang dan Kec. Rangsang Barat, Perda
No. 17/2012"
,14.71,11 KOTA PEKANBARU,Pekanbaru,,,15,83,0,638,1.085.246,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,14.71.01,1 Sukajadi,,,,,7,,,,
,14.71.02,2 Pekanbaru Kota,,,,,6,,,,
,14.71.03,3 Sail,,,,,3,,,,
,14.71.04,4 Lima Puluh,,,,,4,,,,
,14.71.05,5 Senapelan,,,,,6,,,,
,14.71.06,6 Rumbai Barat,,,,,6,,,,"Perubahan nama dari Kec. Rumbai sesuai Perda Nomor 2 tahun 2020
dan ND Dir. Dekonsentrasi,TP dan Kerjasama No 799/TUDK/2020
Tgl 14 Desember 2020"
,14.71.07,7 Bukit Raya,,,,,5,,,,
,14.71.08,8 Binawidya,,,,,5,,,,"Perubahan nama dari Kec. Tampan sesuai Perda Nomor 2 tahun 2020
dan ND Dir. Dekonsentrasi,TP dan Kerjasama No 799/TUDK/2020
Tgl 14 Desember 2020"
,14.71.09,9 Marpoyan Damai,,,,,6,,,,
,14.71.10,10 Tenayan Raya,,,,,8,,,,
,14.71.11,11 Payung Sekaki,,,,,6,,,,
,14.71.12,12 Rumbai,,,,,6,,,,"Perubahan nama Kec. Rumbai Pesisir sesuai Perda No. 2/2020 dan ND
Dit Dekon No. 799/TUDK/2020 tgl 14 Des 2020"
,14.71.13,13 Tuahmadani,,,,,5,,,,"Pemekaran sebagian wil Kec. Binawidya sesuai Perda No. 2/2020 dan
ND Dit. Dekon No. 799/TUDK/2020 tgl 14 Des 2020"
,14.71.14,14 Kulim,,,,,5,,,,"Pemekaran sebagian wil Kec. Tenayan Raya sesuai Perda No. 2/2020
dan ND Dit. Dekon No. 799/TUDK/2020 tgl 14 Des 2020"
,14.71.15,15 Rumbai Timur,,,,,5,,,,"Pemekaran sebagian wil Kec. Rumbai sesuai Perda No. 2/2020 dan ND
Dit. Dekon No. 799/TUDK/2020 tgl 14 Des 2020"
,14.72,12 KOTA DUMAI,Dumai,,,7,36,0,2.060,331.445,"Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,14.72.01,1 Dumai Barat,,,,,4,,,,
,14.72.02,2 Dumai Timur,,,,,5,,,,
