NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,63.03.09,9 Pengaron,,,,,,12,,,"Perubahan nama Kec. Pengarom sesuai Surat Gub. No.
120/00738/PEM tgl 15 Juni 2020 dan Kep. Gub. Kalsel No.
0121/1983 serta Surat MDN No. 138/2389/BAK tgl 19-08-2020 hal
Penyampaian Perbaikan Nama Kecamatan"
,63.03.10,10 Sungai Pinang,,,,,,11,,,
,63.03.11,11 Aranio,,,,,,12,,,
,63.03.12,12 Mataraman,,,,,,15,,,
,63.03.13,13 Beruntung Baru,,,,,,12,,,
,63.03.14,14 Martapura Barat,,,,,,13,,,
,63.03.15,15 Martapura Timur,,,,,,20,,,
,63.03.16,16 Sambung Makmur,,,,,,7,,,
,63.03.17,17 Paramasan,,,,,,4,,,Perda No. 12/2006
,63.03.18,18 Telaga Bauntung,,,,,,4,,,Perda No. 5/2008
,63.03.19,19 Tatah Makmur,,,,,,13,,,Perda No. 6/2008
,63.03.20,20 Cintapuri Darussalam,,,,,,11,,,"Pemekaran sebagian wil Kec. Simpang Empat, Perda No. 12/2016"
,63.04,4 KAB. BARITO KUALA,Marabahan,,,17,6,195,2.426,317.848,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,63.04.01,1 Tabunganen,,,,,,14,,,
,63.04.02,2 Tamban,,,,,,16,,,
,63.04.03,3 Anjir Pasar,,,,,,15,,,
,63.04.04,4 Anjir Muara,,,,,,15,,,
,63.04.05,5 Alalak,,,,,3,15,,,
,63.04.06,6 Mandastana,,,,,,14,,,
,63.04.07,7 Rantau Badauh,,,,,,9,,,
,63.04.08,8 Belawang,,,,,,13,,,
,63.04.09,9 Cerbon,,,,,,8,,,
,63.04.10,10 Bakumpai,,,,,1,8,,,
,63.04.11,11 Kuripan,,,,,,9,,,
,63.04.12,12 Tabukan,,,,,,11,,,
,63.04.13,13 Mekarsari,,,,,,9,,,
,63.04.14,14 Barambai,,,,,,11,,,
,63.04.15,15 Marabahan,,,,,2,8,,,
,63.04.16,16 Wanaraya,,,,,,13,,,
,63.04.17,17 Jejangkit,,,,,,7,,,Perda No. 23/2004
