NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,73.05.10,10 Kepulauan Tanakeke,,,,,,6,,,"Pemekaran sebagian wil Kec. Mappakasunggu Perda No. 3/2019 dan
ND Dit. Dekon, TP dan Kerjasama No. 509/TU/DK/SDV/2019 tgl 16
Mei 2019"
,73.05.11,11 Polongbangkeng Timur,,,,,,8,,,"Pemekaran sebagian wil. Kec. Polongbangkeng Utara sesuai Perda No.
1 Tahun 2022; dan
Surat Sekda Prov. Sulsel No. 138.2/7782/B.Pem.Otda tgl 02 Agustus
2022."
,73.05.12,12 Laikang,,,,,,6,,,"Pemekaran sebagian wil. Kec. Mangarabombang sesuai Perda No. 2
Tahun 2022; dan
Surat Sekda Prov. Sulsel No. 138.2/7782/B.Pem.Otda tgl 02 Agustus
2022."
,73.06,6 KAB. GOWA,Sunggu Minahasa,,,18,46,121,1.813,774.043,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,73.06.01,1 Bontonompo,,,,,3,11,,,
,73.06.02,2 Bajeng,,,,,4,10,,,
,73.06.03,3 Tompobulu,,,,,2,6,,,"Perbaikan nama kec. semula Tompobullu menjadi Tompobulu sesuai,
sesuai:
Perda 7 Tahun 2005; dan
Surat Sekda Prov. Sulsel No. 138/8796/B.Pem.Otda tgl 31 Agustus
2022."
,73.06.04,4 Tinggimoncong,,,,,6,1,,,
,73.06.05,5 Parangloe,,,,,2,5,,,
,73.06.06,6 Bontomarannu,,,,,3,6,,,
,73.06.07,7 Pallangga,,,,,4,12,,,"Perbaikan nama kec. semula Palangga menjadi Pallangga sesuai, sesuai:
Perda 7 Tahun 2005; dan
Surat Sekda Prov. Sulsel No. 138/8796/B.Pem.Otda tgl 31 Agustus
2022."
,73.06.08,8 Somba Opu,,,,,14,,,,"Perubahan nama Kec. Somba Upu sesuai Surat Gub No.
100/3977/B.Pem.Otda tgl 1 Juli 2020 dan Surat Bup Gowa No.
100/94/Tapem tgl 15 Juni 2020 serta Perda Kab. Gowa No. 22/2001"
,73.06.09,9 Bungaya,,,,,2,5,,,
,73.06.10,10 Tombolopao,,,,,1,8,,,
,73.06.11,11 Biringbulu,,,,,2,9,,,
,73.06.12,12 Barombong,,,,,2,5,,,
