K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32,JAWA BARAT,,,,,,,
32.79,KOTA BANJAR,,,4,9,16,"131,005","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
32.79.01,,,,1Banjar,3,4,,
32.79.01.1001,,,,,1Banjar,,,
32.79.01.1002,,,,,2Mekarsari,,,
32.79.01.2003,,,,,,1 Balokang,,
32.79.01.2004,,,,,,2 Cibeureum,,
32.79.01.2005,,,,,,3 Neglasari,,
32.79.01.1006,,,,,3Situbatu,,,Perubahan status Perda Noi. 6/2012
32.79.01.2007,,,,,,4 Jajawar,,PMD
32.79.02,,,,2Pataruman,2,6,,
32.79.02.1001,,,,,1Hegarsari,,,
32.79.02.1002,,,,,2Pataruman,,,
32.79.02.2003,,,,,,1 Mulyasari,,
32.79.02.2004,,,,,,2 Batulawang,,
32.79.02.2005,,,,,,3 Karyamukti,,
32.79.02.2006,,,,,,4 Binangun,,
32.79.02.2007,,,,,,5 Sukamukti,,PMD
32.79.02.2008,,,,,,6 Sinartanjung,,PMD
32.79.03,,,,3Purwaharja,2,2,,
32.79.03.1001,,,,,1Purwaharja,,,
32.79.03.2002,,,,,,1 Raharja,,
32.79.03.2003,,,,,,2 Mekarharja,,
32.79.03.1004,,,,,2Karangpanimbal,,,Perda No. 5/2007
32.79.04,,,,4Langensari,2,4,,
32.79.04.2001,,,,,,1 Langensari,,"Koreksi nama Desa. Surat Walikota No 188.32/1235/tapem2 tgl
25/8/2014"
32.79.04.2002,,,,,,2 Rejasari,,
32.79.04.2003,,,,,,3 Waringinsari,,
32.79.04.1004,,,,,1Muktisari,,,"Koreksi nama Desa. Surat Walikota No 188.32/1235/tapem2 tgl
25/8/2014"
32.79.04.1005,,,,,2Bojongkantong,,,
32.79.04.2006,,,,,,4 Kujangsari,,
