NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,18.05.23,10 Penawar Aji,,,,,,9,,,Perda No. 7/2005
,18.05.25,11 Dente Teladas,,,,,,12,,,Perda No. 1/2007
,18.05.26,12 Meraksa Aji,,,,,,8,,,Perda No. 1/2007
,18.05.27,13 Gedung Aji Baru,,,,,,9,,,Perda No. 1/2007
,18.05.29,14 Banjar Baru,,,,,,10,,,"Perda No. 4/2009, Rekomendasi Gubernur No. 138/3060.A/02/2009,
Tgl. 14/08/2009"
,18.05.30,15 Menggala Timur,,,,,,10,,,"Perda No. 4/2009, Rekomendasi Gubernur No. 138/3060.A/02/2009,
Tgl. 14/08/2009"
,18.06,6 KAB. TANGGAMUS,Kota Agung,,,20,3,299,2.948,618.155,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,18.06.01,1 Kota Agung,,,,,3,13,,,
,18.06.02,2 Talang Padang,,,,,,20,,,
,18.06.03,3 Wonosobo,,,,,,28,,,
,18.06.04,4 Pulau Panggung,,,,,,21,,,
,18.06.09,5 Cukuh Balak,,,,,,20,,,
,18.06.11,6 Pugung,,,,,,27,,,
,18.06.12,7 Semaka,,,,,,22,,,
,18.06.13,8 Sumberejo,,,,,,13,,,"Perbaikan nama kec. semula Sumber Rejo menjadi Sumberejo, sesuai:
Perda No. 18 Tahun 2000; dan
Surat Sekda Kab. Tanggamus No. 470/2144/26/2022 tgl 13 Juli 2022."
,18.06.15,9 Ulu Belu,,,,,,16,,,
,18.06.16,10 Pematang Sawa,,,,,,14,,,
,18.06.17,11 Kelumbayan,,,,,,8,,,"Perbaikan nama kec. semula Klumbayan menjadi Kelumbayan, sesuai:
Perda No. 18 Tahun 2000; dan
Surat Sekda Kab. Tanggamus No. 470/2144/26/2022 tgl 13 Juli 2022."
,18.06.18,12 Kota Agung Barat,,,,,,16,,,Perda No. 5/2005
,18.06.19,13 Kota Agung Timur,,,,,,12,,,Perda No. 5/2005
,18.06.20,14 Gisting,,,,,,9,,,Perda No. 5/2005
,18.06.21,15 Gunung Alip,,,,,,12,,,Perda No. 5/2005
,18.06.24,16 Limau,,,,,,11,,,Perda No. 5/2005
,18.06.25,17 Bandar Negeri Semuong,,,,,,11,,,Perda No. 15/2006
,18.06.26,18 Air Naningan,,,,,,10,,,Perda No. 15/2006
,18.06.27,19 Bulok,,,,,,10,,,Perda No. 15/2006
