K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
92.02.17.2008,,,,,,8 Imbeisika II,,"Semula wil. Kec. Manokwari. Koreksi nama sesuai Hasil Validasi Data
Nama dan Kodefikasi tgl 13 Juni 2016 di Ditjen Bina Pemdes"
92.02.17.2009,,,,,,9 Warmawai,,Semula wil. Kec. Manokwari
92.02.17.2010,,,,,,10 Rembuy,,Semula wil. Kec. Manokwari
92.02.17.2011,,,,,,11 Imhasuma,,Semula wil. Kec. Manokwari
92.02.17.2012,,,,,,12 Cuyehep,,Semula wil. Kec. Manokwari
92.02.17.2013,,,,,,13 Hanghouw,,Semula wil. Kec. Manokwari
92.02.17.2014,,,,,,14 Ningdip,,Semula wil. Kec. Manokwari
92.02.17.2015,,,,,,15 Warami,,Semula wil. Kec. Manokwari
92.02.17.2016,,,,,,16 Imboiti,,Semula wil. Kec. Manokwari
92.02.17.2017,,,,,,17 Wariari,,"Letak kampung masih di Kab. Manokwari, sambil menunggu
penyelesaian Batas wil. Kab. Manokwari & Kab. Manokwari selatan
oleh Gub Papua Barat"
92.02.17.2018,,,,,,18 Indibo,,Semula wil. Kec. Manokwari
92.02.17.2019,,,,,,19 Umnum,,Semula wil. Kec. Manokwari
92.02.17.2020,,,,,,20 Ukemboisi,,"Letak kampung masih di Kab. Manokwari, sambil menunggu
penyelesaian Batas wil. Kab. Manokwari & Kab. Manokwari selatan
oleh Gub Papua Barat"
92.02.17.2021,,,,,,21 Menyumfoku,,Semula wil. Kec. Manokwari
92.02.17.2022,,,,,,22 Wedoni,,"Letak kampung masih di Kab. Manokwari, sambil menunggu
penyelesaian Batas wil. Kab. Manokwari & Kab. Manokwari selatan
oleh Gub Papua Barat"
92.02.17.2023,,,,,,23 Mirowi,,"Semula wil. Kec. Manokwari. Koreksi nama sesuai Hasil Validasi Data
Nama dan Kodefikasi tgl 13 Juni 2016 di Ditjen Bina Pemdes"
92.02.17.2024,,,,,,24 Warnyeti,,
,,,,Neney,,,,Menjadi wil. Kab. Manokwari Selatan UU. No. 23 Tahun 2013
,,,,,,Sesum,,
,,,,,,Neney,,
,,,,,,Aryawenmoho,,
,,,,,,Hiyou,,
,,,,,,Disi,,
,,,,,,Benyas,,
,,,,,,Wama,,
,,,,Momi - Waren,,,,Menjadi Wli. Kab. Manokwari Selatan UU. No. 23 Tahun 2012
,,,,,,Dembek,,
,,,,,,Gaya baru,,
,,,,,,Yekwandi,,
,,,,,,Siwi,,
,,,,,,Demini,,
,,,,,,Nij,,
,,,,,,Waren,,
,,,,Tohota,,,,Menjadi Wli. Kab. Manokwari Selatan UU. No. 23 Tahun 2012
,,,,,,,,
