K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32,JAWA BARAT,,,,,,,
32.73,KOTA BANDUNG,,,30,151,0,"166,593","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
32.73.01,,,,1Sukasari,4,-,,
32.73.01.1001,,,,,1Sukarasa,,,
32.73.01.1002,,,,,2Gegerkalong,,,
32.73.01.1003,,,,,3Isola,,,
32.73.01.1004,,,,,4Sarijadi,,,
32.73.02,,,,2Coblong,6,-,,
32.73.02.1001,,,,,1Cipaganti,,,
32.73.02.1002,,,,,2Lebak Gede,,,Koreksi nama desa Perda No. 06/2006
32.73.02.1003,,,,,3Sadang Serang,,,Koreksi nama desa Perda No. 06/2006
32.73.02.1004,,,,,4Dago,,,
32.73.02.1005,,,,,5Sekeloa,,,
32.73.02.1006,,,,,6Lebak Siliwangi,,,
32.73.03,,,,3Babakan Ciparay,6,-,,
32.73.03.1001,,,,,1Babakan Ciparay,,,
32.73.03.1002,,,,,2Babakan,,,
32.73.03.1003,,,,,3Sukahaji,,,
32.73.03.1004,,,,,4Margahayu Utara,,,
32.73.03.1005,,,,,5Margasuka,,,
32.73.03.1006,,,,,6Cirangrang,,,
32.73.04,,,,4Bojongloa Kaler,5,-,,
32.73.04.1001,,,,,1Kopo,,,
32.73.04.1002,,,,,2Babakan Tarogong,,,
32.73.04.1003,,,,,3Jamika,,,
32.73.04.1004,,,,,4Babakan Asih,,,
32.73.04.1005,,,,,5Suka Asih,,,
32.73.05,,,,5Andir,6,-,,
32.73.05.1001,,,,,1Maleber,,,
32.73.05.1002,,,,,2Dungus Cariang,,,
32.73.05.1003,,,,,3Ciroyom,,,
32.73.05.1004,,,,,4Kebon Jeruk,,,
32.73.05.1005,,,,,5Garuda,,,
32.73.05.1006,,,,,6Campaka,,,
32.73.06,,,,6Cicendo,6,-,,
32.73.06.1001,,,,,1Husein Sastranegara,,,Koreksi nama desa Perda No. 06/2006
32.73.06.1002,,,,,2Arjuna,,,
,,,,,,,,
