K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
36.02.23.2003,,,,,,3 Candi,,
36.02.23.2004,,,,,,4 Mayak,,
36.02.23.2005,,,,,,5 Cipining,,
36.02.23.2006,,,,,,6 Cilayang,,
36.02.23.2007,,,,,,7 Ciburuy,,
36.02.23.2008,,,,,,8 Sekarwangi,,
36.02.23.2009,,,,,,9 Cidadap,,
36.02.23.2010,,,,,,10 Lebakasih,,Perda No. 3 / 2006
36.02.24,,,,24Kalanganyar,-,7,,Perda No. 2/2006
36.02.24.2001,,,,,,1 Kalanganyar,,Semula wil. Kec. Rangkasbitung
36.02.24.2002,,,,,,2 Pasirkupa,,Semula wil. Kec. Rangkasbitung
36.02.24.2003,,,,,,3 Cilangkap,,Semula wil. Kec. Rangkasbitung
36.02.24.2004,,,,,,4 Aweh,,Semula wil. Kec. Rangkasbitung
36.02.24.2005,,,,,,5 Sangiangtanjung,,Semula wil. Kec. Rangkasbitung
36.02.24.2006,,,,,,6 Sukamekarsari,,Semula wil. Kec. Rangkasbitung
36.02.24.2007,,,,,,7 Cikatapis,,Semula wil. Kec. Rangkasbitung
36.02.25,,,,25Lebakgedong,-,6,,Perda No. 2/2006
36.02.25.2001,,,,,,1 Banjaririgasi,,Semula wil. Kec. Cipanas
36.02.25.2002,,,,,,2 Ciladaeun,,Semula wil. Kec. Cipanas
36.02.25.2003,,,,,,3 Lebakgedong,,Semula wil. Kec. Cipanas
36.02.25.2004,,,,,,4 Banjarsari,,Semula wil. Kec. Cipanas
36.02.25.2005,,,,,,5 Lebaksitu,,Semula wil. Kec. Cipanas
36.02.25.2006,,,,,,6 Lebaksangka,,Semula wil. Kec. Cipanas
36.02.26,,,,26Cihara,-,9,,Perda No. 2/2006
36.02.26.2001,,,,,,1 Panyaungan,,Semula wil. Kec. Panggarangan
36.02.26.2002,,,,,,2 Cihara,,Semula wil. Kec. Panggarangan
36.02.26.2003,,,,,,3 Ciparahu,,Semula wil. Kec. Panggarangan
36.02.26.2004,,,,,,4 Pondokpanjang,,Semula wil. Kec. Panggarangan
36.02.26.2005,,,,,,5 Citeupuseun,,Semula wil. Kec. Panggarangan
36.02.26.2006,,,,,,6 Lebakpeundeuy,,Semula wil. Kec. Panggarangan
36.02.26.2007,,,,,,7 Mekarsari,,Semula wil. Kec. Panggarangan
36.02.26.2008,,,,,,8 Karangkamulyan,,Semula wil. Kec. Panggarangan
36.02.26.2009,,,,,,9 Barunai,,Perda No. 1/2008
36.02.27,,,,27Cirinten,-,10,,Perda No. 2/2006
36.02.27.2001,,,,,,1 Datarcae,,Semula wil. Kec. Bojongmanik
36.02.27.2002,,,,,,2 Cirinten,,Semula wil. Kec. Bojongmanik
36.02.27.2003,,,,,,3 Karangnunggal,,Semula wil. Kec. Bojongmanik
36.02.27.2004,,,,,,4 Kadudamas,,Semula wil. Kec. Bojongmanik
36.02.27.2005,,,,,,5 Badur,,Semula wil. Kec. Bojongmanik
36.02.27.2006,,,,,,6 Parakanlima,,Semula wil. Kec. Bojongmanik
