NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,71.04.05,5 Nanusa,,,,,,9,,,
,71.04.06,6 Kabaruan,,,,,,12,,,
,71.04.07,7 Melonguane,,,,,3,10,,,
,71.04.08,8 Gemeh,,,,,,15,,,
,71.04.09,9 Damau,,,,,,8,,,
,71.04.10,10 Tampan' Amma,,,,,,11,,,
,71.04.11,11 Salibabu,,,,,,6,,,"Perub. nama Kec. Lirung Selatan, Perda No. 3/2006"
,71.04.12,12 Kalongan,,,,,,5,,,Perda No. 4/2006
,71.04.13,13 Miangas,,,,,,1,,,Perda No. 11/2006 (Kecamatan Khusus)
,71.04.14,14 Beo Utara,,,,,2,6,,,Perda No. 1/2007
,71.04.15,15 Pulutan,,,,,,5,,,Perda No. 1/2007
,71.04.16,16 Melonguane Timur,,,,,,6,,,Perda No. 1/2007
,71.04.17,17 Moronge,,,,,,6,,,Perda No. 1/2007
,71.04.18,18 Beo Selatan,,,,,,7,,,Perda No. 5/2007
,71.04.19,19 Essang Selatan,,,,,,9,,,Perda No. 5/2007
,71.05,5 KAB. MINAHASA SELATAN,Amurang,,,17,10,167,1.457,240.350,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,71.05.01,1 Modoinding,,,,,,10,,,
,71.05.02,2 Tompaso Baru,,,,,,10,,,
,71.05.03,3 Ranoyapo,,,,,,12,,,
,71.05.07,4 Motoling,,,,,,7,,,
,71.05.08,5 Sinonsayang,,,,,,13,,,
,71.05.09,6 Tenga,,,,,,18,,,
,71.05.10,7 Amurang,,,,,6,2,,,"Perubahan nama Kec. Tombasian, Perda No.18/2005"
,71.05.12,8 Tumpaan,,,,,,10,,,
,71.05.13,9 Tareran,,,,,,13,,,
,71.05.15,10 Kumelembuai,,,,,,8,,,
,71.05.16,11 Maesaan,,,,,,12,,,Perda No 18/2005
,71.05.17,12 Amurang Barat,,,,,2,8,,,"Perda No 18/2005, Diperbaharui Perda No. 8/2008"
,71.05.18,13 Amurang Timur,,,,,2,8,,,Perda No 18/2005
,71.05.19,14 Tatapaan,,,,,,11,,,Perda No 18/2005
,71.05.21,15 Motoling Barat,,,,,,8,,,Perda No. 16/2007
,71.05.22,16 Motoling Timur,,,,,,8,,,Perda No. 16/2007
,71.05.23,17 Suluun Tareran,,,,,,9,,,Perda No. 16/2007
