K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
15.03.02.2006,,,,,,2 Temenggung,,
15.03.02.2007,,,,,,3 Ranggo,,
15.03.02.2008,,,,,,4 Panca Karya,,
15.03.02.2009,,,,,,5 Lubuk Bedorong,,
15.03.02.2010,,,,,,6 Meribung,,"Perbaikan nama desa semula Maribung menjadi Meribung, sesuai:
Perda No. 6 Tahun 2007; dan
Surat Dirjen Bina Pemdes No. 146/2532/BPD tgl 24 Mei 2022."
15.03.02.2011,,,,,,7 Napal Melintang,,
15.03.02.2012,,,,,,8 Berkun,,
15.03.02.2013,,,,,,9 Mersip,,
15.03.02.2014,,,,,,10 Tanjung Raden,,"Perbaikan nama sesuai Surat Kepala PMPD Kab. Sarolangun tgl 4
Maret 2016 hal Daftar Kode Kab. Sarolangun"
,,,,,,Lubuk Resam Hilir,,"Menjadi wil. Kec. Cermin Nan Gadang, Perda No. 6/2007"
15.03.02.2016,,,,,,11 Moenti,,Perda No. 2/2006
15.03.02.2017,,,,,,12 Muara Mensao,,"Perda No. 2/2006, Perbaikan nama sesuai Surat Kepala PMPD Kab.
Sarolangun tgl 4 Maret 2016 hal Daftar Kode Kab. Sarolangun"
15.03.02.2018,,,,,,13 Demang,,Perda No. 2/2006
,,,,,,Pemuncak,,"Menjadi wil. Kec. Cermin Nan Gadang, Perda No. 6/2007"
,,,,,,Tambang Tinggi,,"Menjadi wil. Kec. Cermin Nan Gadang, Perda No. 6/2007"
15.03.02.2021,,,,,,14 Temalang,,"Pemekaran sebagian Desa Lubuk Bedorong, Perda No. 13/2012"
15.03.02.2022,,,,,,15 Muara Limun,,"Pemekaran sebagian Desa Pulaupandan, Perda No. 11/2009"
15.03.02.2023,,,,,,16 Suka Damai,,"Pemekaran sebagian Desa Tanjungraden, Perda No. 11/2009"
15.03.03,,,,3Sarolangun,6,10,,
15.03.03.1001,,,,,1Dusun Sarolangun,,,
15.03.03.2002,,,,,,1 Bernai,,
15.03.03.2003,,,,,,2 Sungai Baung,,"Perbaikan nama sesuai Surat Kepala PMPD Kab. Sarolangun tgl 4
Maret 2016 hal Daftar Kode Kab. Sarolangun"
15.03.03.2004,,,,,,3 Panti,,
15.03.03.2005,,,,,,4 Tinting,,
15.03.03.2006,,,,,,5 Sungai Abang,,"Perbaikan nama sesuai Surat Kepala PMPD Kab. Sarolangun tgl 4
Maret 2016 hal Daftar Kode Kab. Sarolangun"
,,,,,,Rantau Gedang,,"Menjadi wil. Kec. Bathin VIII, Perda No.39/2004"
,,,,,,Penarun,,"Menjadi wil. Kec. Bathin VIII, Perda No.39/2004"
,,,,,,Pulau Lintang,,"Menjadi wil. Kec. Bathin VIII, Perda No.39/2004"
,,,,,,Tanjung,,"Menjadi wil. Kec. Bathin VIII, Perda No.39/2004"
,,,,,,Bangun Jayo,,"Menjadi wil. Kec. Bathin VIII, Perda No.39/2004"
,,,,,,Teluk Sikumbang,,"Menjadi wil. Kec. Bathin VIII, Perda No.39/2004"
15.03.03.2013,,,,,,6 Lidung,,
15.03.03.2014,,,,,,7 Ladang Panjang,,
15.03.03.1015,,,,,2Sukasari,,,
15.03.03.1016,,,,,3Pasar Sarolangun,,,
,,,,,,Pulau Melako,,"Menjadi wil. Kec. Bathin VIII, Perda No.39/2004"
,,,,,,,,
