Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.04.40256,Pulau Kongki Besar,,"00°03'20.37"" S 104°51'00.00"" T",TBP
21.04.40257,Pulau Kongki Kecik,,"00°03'30.70"" S 104°50'17.12"" T",BP
21.04.40258,Pulau Krakap,,"00°03'21.24"" U 104°30'00.00"" T",BP
21.04.40259,Pulau Kruing,,"00°18'13.71"" U 104°26'04.99"" T",TBP
21.04.40260,Pulau Kubu,,"00°16'07.73"" S 104°27'51.00"" T",
21.04.40261,Pulau Kuka,,"00°20'23.02"" S 104°55'37.09"" T",TBP
21.04.40262,Pulau Kukur,,"00°11'19.06"" U 104°22'39.39"" T",TBP
21.04.40263,Pulau Kukut Besar,,"00°22'05.99"" U 104°16'42.81"" T",TBP
21.04.40264,Pulau Kukut Kecik,,"00°22'17.40"" U 104°16'30.57"" T",TBP
21.04.40265,Pulau Kukut Tengah,,"00°22'12.79"" U 104°16'36.51"" T",TBP
21.04.40266,Pulau Kulah,,"00°26'25.00"" U 104°24'06.99"" T",
21.04.40267,Pulau Kuyu,,"00°24'22.53"" U 104°33'51.12"" T",TBP
21.04.40268,Pulau Labong,,"00°23'48.00"" S 104°19'46.99"" T",
21.04.40269,Pulau Labuandadong,,"00°14'25.69"" S 104°26'15.82"" T",TBP
21.04.40270,Pulau Labuhkongki,,"00°02'50.63"" S 104°49'48.97"" T",TBP
21.04.40271,Pulau Labuhmepar,,"00°15'31.11"" S 104°33'04.30"" T",TBP
21.04.40272,Pulau Labuhnoja,,"00°21'51.08"" S 104°16'14.62"" T",TBP
21.04.40273,Pulau Labuhsebangka,,"00°02'12.57"" U 104°42'38.08"" T",TBP
21.04.40274,Pulau Lalang,,"01°13'53.38"" S 105°14'44.88"" T",TBP
21.04.40275,Pulau Lalang,,"00°42'11.73"" S 104°28'44.90"" T",BP
21.04.40276,Pulau Langit,,"00°10'53.37"" U 104°22'57.75"" T",
21.04.40277,Pulau Laut,,"00°40'02.60"" S 104°23'31.06"" T",TBP
21.04.40278,Pulau Laut,,"00°39'54.85"" S 104°23'36.00"" T",
21.04.40279,Pulau Layang,,"00°00'46.65"" S 104°49'53.90"" T",TBP
21.04.40280,Pulau Layar,,"00°06'55.10"" U 104°29'52.57"" T",TBP
21.04.40281,Pulau Laye,,"00°06'33.15"" U 104°29'56.65"" T",TBP
21.04.40282,Pulau Lemoi,,"00°18'32.00"" U 104°22'23.99"" T",
21.04.40283,Pulau Lengkau Besar,,"00°16'35.32"" U 104°25'30.72"" T",TBP
21.04.40284,Pulau Lengkau Kecik,,"00°16'33.16"" U 104°25'46.77"" T",TBP
21.04.40285,Pulau Lengkeng,,"00°00'16.99"" S 104°32'08.54"" T",TBP
21.04.40286,Pulau Liang,,"00°15'36.10"" U 104°27'07.99"" T",TBP
21.04.40287,Pulau Liang Kecil Dua,,"00°15'49.63"" U 104°27'02.13"" T",
21.04.40288,Pulau Liang Kecil Satu,,"00°15'38.88"" U 104°26'50.15"" T",
21.04.40289,Pulau Liang Kecil Tiga,,"00°15'53.43"" U 104°26'53.03"" T",
21.04.40290,Pulau Likong,,"00°08'14.89"" U 104°31'38.13"" T",TBP
21.04.40291,Pulau Lile,,"00°22'09.00"" S 104°10'31.00"" T",
21.04.40292,Pulau Limas,,"00°15'32.68"" U 104°30'00.00"" T",BP
21.04.40293,Pulau Limau,,"00°08'33.61"" U 104°26'25.83"" T",TBP
21.04.40294,Pulau Linau,,"00°00'31.25"" S 104°31'36.58"" T",BP
21.04.40295,Pulau Lingga,,"00°08'08.00"" S 104°37'31.44"" T",BP
