NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,19.03.06,6 Tukak Sadai,,,,,,5,,,Perda No. 26/2007
,19.03.07,7 Pulau Besar,,,,,,5,,,"Perda No. 26/2007.
Perbaikan nama kec. semula Pulaubesar menjadi Pulau Besar, sesuai:
Surat Sekda Prov. Kep. Babel No. 120/03/03.a/1 tgl 31 Agustus 2022;
dan
Surat Sekda Kab. Bangka Selatan No. 100/1596/I/2022 tgl 29 Agustus
2022."
,19.03.08,8 Kepulauan Pongok,,,,,,2,,,"Pemekaran sebagian Kec. Lepar Pongok, Perda No. 2/2012"
,19.04,4 KAB. BANGKA TENGAH,Koba,,,6,7,56,2.260,200.110,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,19.04.01,1 Koba,,,,,5,6,,,
,19.04.02,2 Pangkalan Baru,,,,,1,11,,,
,19.04.03,3 Sungai Selan,,,,,1,12,,,
,19.04.04,4 Simpang Katis,,,,,,10,,,
,19.04.05,5 Namang,,,,,,8,,,Perda No. 31/2006
,19.04.06,6 Lubuk Besar,,,,,,9,,,Perda No. 31/2006
,19.05,5 KAB. BANGKA BARAT,Mentok,,,6,6,60,2.851,206.937,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,19.05.01,1 Mentok,,,,,5,4,,,"Perbaikan nama Kec. Mentok, sesuai Surat Bup. No.
120/743/4.1.3.1/2018 tgl 28 Nov 2018 hal Penyampaian Usulan Revisi
dan Perda No. 6/2010.
Perbaikan nama kec. semula Muntok menjadi Mentok, sesuai:
UU No. 5 Tahun 2003; dan
Nodin Dit. Dekonsentrasi, Tugas Pembantuan dan Kerja Sama No.
1486/TUDK/SDV/2022 tgl 29 September 2022."
,19.05.02,2 Simpang Teritip,,,,,,13,,,
,19.05.03,3 Jebus,,,,,,11,,,
,19.05.04,4 Kelapa,,,,,1,13,,,
,19.05.05,5 Tempilang,,,,,,9,,,
,19.05.06,6 Parittiga,,,,,,10,,,"Nama Kec sesuai Surat Bup. No. 120/743/4.1.3.1/2018 tgl 28 Nov
2018 hal Penyampaian Usulan Revisi dan Perda No. 5/2010"
,19.06,6 KAB. BELITUNG TIMUR,Manggar,,,7,0,39,2.588,127.899,"Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,19.06.01,1 Manggar,,,,,,9,,,
,19.06.02,2 Gantung,,,,,,7,,,
,19.06.03,3 Dendang,,,,,,4,,,
,19.06.04,4 Kelapa Kampit,,,,,,6,,,
