K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35,JAWA TIMUR,,,,,,,
35.20,KAB. MAGETAN,,,18,28,207,"706,444","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
35.20.01,,,,1Poncol,1,7,,
35.20.01.2001,,,,,,1 Poncol,,
35.20.01.2002,,,,,,2 Gonggang,,
35.20.01.2003,,,,,,3 Janggan,,
35.20.01.2004,,,,,,4 Genilangit,,
35.20.01.1005,,,,,1Alastuwo,,,
35.20.01.2006,,,,,,5 Plangkrongan,,
35.20.01.2007,,,,,,6 Cileng,,
35.20.01.2008,,,,,,7 Sombo,,
35.20.02,,,,2Parang,1,12,,
35.20.02.2001,,,,,,1 Sayutan,,
35.20.02.2002,,,,,,2 Nglopang,,
35.20.02.2003,,,,,,3 Mategal,,
35.20.02.2004,,,,,,4 Bungkuk,,
35.20.02.2005,,,,,,5 Trosono,,
35.20.02.2006,,,,,,6 Ngunut,,
35.20.02.2007,,,,,,7 Ngaglik,,
35.20.02.1008,,,,,1Parang,,,
35.20.02.2009,,,,,,8 Tamanarum,,
35.20.02.2010,,,,,,9 Pragak,,
35.20.02.2011,,,,,,10 Sundul,,
35.20.02.2012,,,,,,11 Joketro,,"Perbaikan nama sesuai Surat Bup Magetan No. 050/104/403.109/2021.
Surat Sesditjen Bina Pemerintahan Desa No. 145/2430/BPD Tanggal 24
Mei 2021"
35.20.02.2013,,,,,,12 Krajan,,
35.20.03,,,,3Lembeyan,1,9,,
35.20.03.2001,,,,,,1 Kediren,,
35.20.03.1002,,,,,1Lembeyan Kulon,,,
35.20.03.2003,,,,,,2 Lembeyan Wetan,,
35.20.03.2004,,,,,,3 Tunggur,,
35.20.03.2005,,,,,,4 Dukuh,,
35.20.03.2006,,,,,,5 Kedungpanji,,
35.20.03.2007,,,,,,6 Nguri,,
35.20.03.2008,,,,,,7 Pupus,,
35.20.03.2009,,,,,,8 Tapen,,
,,,,,,,,
