Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
52.06.40086,Pulau Wadu Peka,,"08°45'45.10"" S 118°51'41.47"" T",
52.06.40087,Pulau Wadufambo,,"08°31'54.01"" S 119°00'59.10"" T",TBP
52.06.40088,Pulau Wadulembo Da,,"08°33'19.83"" S 119°02'36.30"" T",TBP
52.06.40089,Pulau Wadulembo Do,,"08°33'21.17"" S 119°02'37.18"" T",TBP
52.06.40090,Pulau Wadulembo Woha,,"08°33'21.37"" S 119°02'38.36"" T",TBP
52.06.40091,Pulau Wadumbee Da,,"08°33'57.71"" S 119°11'07.91"" T",TBP
52.06.40092,Pulau Wadumbee Do,,"08°34'51.67"" S 119°12'01.58"" T",TBP
52.06.40093,Pulau Wadumbee Woha,,"08°34'12.20"" S 119°11'48.30"" T",TBP
52.06.40094,Pulau Waduuwi Da,,"08°41'32.98"" S 119°12'02.48"" T",TBP
52.06.40095,Pulau Waduuwi Do,,"08°41'33.50"" S 119°12'04.49"" T",TBP
52.06.40096,Pulau Waduuwi Woha,,"08°41'33.30"" S 119°12'03.18"" T",TBP
52.06.40097,Pulau Wiku Lembo Na'E,,"08°35'19.80"" S 119°08'49.36"" T",TBP
52.06.40098,Pulau Wiku Lembo To'I,,"08°35'24.66"" S 119°09'01.93"" T",TBP
52.07,KAB. SUMBAWA BARAT,17,,
52.07.40001,Pulau Baban,,"08°58'35.05"" S 116°44'05.23"" T",TBP
52.07.40002,Pulau Belang,,"08°32'37.01"" S 116°46'40.03"" T",TBP
52.07.40003,Pulau Dua Ode,,"08°40'56.55"" S 116°43'51.76"" T",TBP
52.07.40004,Pulau Dua Rea,,"08°41'10.45"" S 116°43'37.33"" T",TBP
52.07.40005,Pulau Gera,,"08°48'58.75"" S 116°48'42.80"" T",TBP
52.07.40006,Pulau Kambing,,"08°31'31.02"" S 116°47'26.85"" T",TBP
52.07.40007,Pulau Kenawa,,"08°29'57.00"" S 116°49'59.00"" T",TBP
52.07.40008,Pulau Krata,,"08°41'18.82"" S 116°46'12.85"" T",
52.07.40009,Pulau Mandiki,,"08°29'29.00"" S 116°48'31.00"" T",TBP
52.07.40010,Pulau Namo,,"08°30'38.99"" S 116°51'02.00"" T",TBP
52.07.40011,Pulau Paserang,,"08°30'54.00"" S 116°47'26.00"" T",TBP
52.07.40012,Pulau Puyung,,"08°48'23.29"""" S 116°48'04.46"""" T","TBP Perubahan nama pulau semula
Pulau Puyen menjadi Pulau Puyung
sesuai BA Verifikasi dan
Pemutakhiran Data Pulau-Pulau
Kecil di Kab. Sumbawa Barat No.
045/312-965/DISKAN/VIII/2022
Tanggal 29 Agustus 2022."
52.07.40013,Pulau Rantung,,"08°58'30.00"" S 116°44'03.00"" T",TBP
52.07.40014,Pulau Sarang,,"08°42'33.82"" S 116°46'14.48"" T",TBP
