K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Kaly,,"Penghapusan Desa Kaly Surat Bupati No 140/402/SET/2015 tgl 10
sept 2017 hal Penghapusan Kampung dan Rekom Pemdes No
146/3672/BPD tgl 21 Juni 2017"
,,,,,,Tayali,,"Penghapusan Desa Tayali Surat Bupati No 140/402/SET/2015 tgl 10
sept 2017 hal Penghapusan Kampung dan Rekom Pemdes No
146/3672/BPD tgl 21 Juni 2017"
,,,,,,Fokri,,Duplikasi nama desa
,,,,,,Fona,,"Penghapusan Desa Fona Surat Bupati No 140/402/SET/2015 tgl 10
sept 2017 hal Penghapusan Kampung dan Rekom Pemdes No
146/3672/BPD tgl 21 Juni 2017"
,,,,,,Faria,,"Penghapusan Desa Faria Surat Bupati No 140/402/SET/2015 tgl 10
sept 2017 hal Penghapusan Kampung dan Rekom Pemdes No
146/3672/BPD tgl 21 Juni 2017"
91.20.02.2015,,,,,,8 Taria,,"Semula wilayah Kec. Rufaer, Surat Bupati Mamberamo Raya Nomor :
140/092/SET/V/2018"
91.20.03,,,,3Rufaer,-,6,,Semula wil. Kab. Sarmi
,,,,,,Taria,,"Menjadi wilayah Kec. Mamberamo Hulu, Surat Bupati Mamberamo
Raya Nomor : 140/092/SET/V/2018"
91.20.03.2001,,,,,,1 Fona,,
91.20.03.2002,,,,,,2 Tayai,,
91.20.03.2003,,,,,,3 Bareri,,
91.20.03.2004,,,,,,4 Sikari,,
91.20.03.2006,,,,,,5 Kai,,
91.20.03.2007,,,,,,6 Haya,,"Semula wil Kec. Mamberamo Hulu, Surat Bupati Mamberamo Raya
Nomor : 140/092/SET/V/2018"
91.20.04,,,,"4Mamberamo Tengah
Timur",-,7,,Semula wil. Kab. Sarmi
91.20.04.2001,,,,,,1 Kustra,,
91.20.04.2002,,,,,,2 Noyadi,,
91.20.04.2003,,,,,,3 Obogoi,,"koreksi nama desa Rekom Pemdes No145/1820/SET tgl 15 nov 2018
ttg penyampaian hasil validasi."
91.20.04.2004,,,,,,4 Biri,,
91.20.04.2005,,,,,,5 Wakeyadi,,
91.20.04.2006,,,,,,6 Eri,,
91.20.04.2007,,,,,,7 Towao,,"koreksi nama desa Rekom Pemdes No145/1820/SET tgl 15 nov 2018
ttg penyampaian hasil validasi."
91.20.05,,,,5Mamberamo Hilir,-,8,,Semula wil. Kab. Sarmi
91.20.05.2001,,,,,,1 Baudi,,
91.20.05.2002,,,,,,2 Trimuris,,
91.20.05.2003,,,,,,3 Bagusa,,
91.20.05.2004,,,,,,4 Kapeso,,
91.20.05.2005,,,,,,5 Suaseso,,
91.20.05.2006,,,,,,6 Warembori,,
91.20.05.2007,,,,,,7 Yoke,,
,,,,,,,,
