NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,53.02.05,5 Amanuban Tengah,,,,,1,10,,,
,53.02.06,6 Amanuban Selatan,,,,,,10,,,
,53.02.07,7 Amanuban Barat,,,,,,8,,,
,53.02.08,8 Amanatun Selatan,,,,,,13,,,
,53.02.09,9 Amanatun Utara,,,,,,9,,,
,53.02.10,10 KI'E,,,,,,13,,,
,53.02.11,11 Kuanfatu,,,,,,13,,,
,53.02.12,12 Fatumnasi,,,,,,5,,,
,53.02.13,13 Polen,,,,,,11,,,
,53.02.14,14 Batu Putih,,,,,,7,,,
,53.02.15,15 Boking,,,,,,7,,,
,53.02.16,16 Toianas,,,,,,9,,,
,53.02.17,17 Nunkolo,,,,,,9,,,
,53.02.18,18 Oenino,,,,,,7,,,
,53.02.19,19 Kolbano,,,,,,12,,,
,53.02.20,20 Kot olin,,,,,,8,,,
,53.02.21,21 Kualin,,,,,,8,,,
,53.02.22,22 Mollo Barat,,,,,,5,,,Perda No. 2/2006
,53.02.23,23 Kok Baun,,,,,,6,,,Perda No. 2/2006
,53.02.24,24 Noebana,,,,,,5,,,Perda No. 29/2007
,53.02.25,25 Santian,,,,,,5,,,Perda No. 29/2007
,53.02.26,26 Noebeba,,,,,,7,,,Perda No. 29/2007
,53.02.27,27 Kuatnana,,,,,,8,,,Perda No. 29/2007
,53.02.28,28 Fautmolo,,,,,,7,,,Perda No. 29/2007
,53.02.29,29 Fatukopa,,,,,,7,,,Perda No. 29/2007
,53.02.30,30 Mollo Tengah,,,,,,6,,,Perda No. 29/2007
,53.02.31,31 Tobu,,,,,,8,,,Perda No. 29/2007
,53.02.32,32 Nunbena,,,,,,6,,,Perda No. 29/2007
,53.03,3 KAB. TIMOR TENGAH UTARA,Kafemananu,,,24,11,182,2.623,268.606,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,53.03.01,1 Miomaffo Timur,,,,,,11,,,"Perbaikan nama kecamatan semula Miomafo Timur menjadi Miomaffo
Timur berdasarkan Perda Kab. Timor Tengah Utara No. 5 Tahun 2022
tentang Perubahan 22 (Dua Puluh Dua) Kelurahan Menjadi Desa"
,53.03.02,2 Miomaffo Barat,,,,,,13,,,Perbaikan nama kecamatan semula Miomafo Barat menjadi Miomaffo
