K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
63,KALIMANTAN SELATAN,,,,,,,
63.10,KAB. TANAH BUMBU,,,12,5,152,"4.884,833","Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
63.10.01,,,,1Batu Licin,2,7,,
,,,,,,Sela Seliliu,,"Menjadi wil. Kec. Karang Bintang, Perda No. 9/2005"
,,,,,,Karang Bintang,,"Menjadi wil. Kec. Karang Bintang, Perda No. 9/2005"
,,,,,,Kusambi,,"Perubahan nama Desa, PMD"
,,,,,,Pondok Butun,,"Perubahan status mnjdi Kel dan ganti nama, PMD"
63.10.01.2005,,,,,,1 Segumbang,,
63.10.01.2006,,,,,,2 Kersik Putih,,
63.10.01.1007,,,,,1Batulicin,,,"Perda No. 7/2008, Peningkatan status mnjdi Kel, PMD"
,,,,,,Sari Gadung,,"Menjadi wil. Kec. Simpang Empat, Perda No. 9/2005"
,,,,,,Kampung Baru,,"Menjadi wil. Kec. Simpang Empat, Perda No. 9/2005"
,,,,,,Mantewe,,"Menjadi wil. Kec. Mantewe, Perda No. 9/2005"
,,,,,,Tung. Pangeran,,"Menjadi wil. Kec. Simpang Empat, Perda No. 9/2005"
,,,,,,Mekar Sari,,"Menjadi wil. Kec. Simpang Empat, Perda No. 9/2005"
,,,,,,Manunggal,,"Menjadi wil. Kec. Karang Bintang, Perda No. 9/2005"
,,,,,,Sepakat,,"Menjadi wil. Kec. Mantewe, Perda No. 9/2005"
,,,,,,Harapan Maju,,"Menjadi wil. Kec. Karang Bintang, Perda No. 9/2005"
,,,,,,Sari Mulia,,"Menjadi wil. Kec. Mantewe, Perda No. 9/2005"
,,,,,,Dukuh Rejo,,"Menjadi wil. Kec. Mantewe, Perda No. 9/2005"
,,,,,,Pematang Ulin,,"Menjadi wil. Kec. Karang Bintang, Perda No. 9/2005"
,,,,,,Suka Damai,,"Menjadi wil. Kec. Mantewe, Perda No. 9/2005"
,,,,,,Sido Mulyo,,"Menjadi wil. Kec. Mantewe, Perda No. 9/2005"
,,,,,,Bulo Rejo,,"Menjadi wil. Kec. Mantewe, Perda No. 9/2005"
,,,,,,Rejo Sari,,"Menjadi wil. Kec. Mantewe, Perda No. 9/2005"
,,,,,,Pandan Sari,,"Menjadi wil. Kec. Karang Bintang, Perda No. 9/2005"
,,,,,,Rejo Winangun,,"Menjadi wil. Kec. Karang Bintang, Perda No. 9/2005"
,,,,,,Sungai Dua,,"Menjadi wil. Kec. Simpang Empat, Perda No. 9/2005"
,,,,,,Batu Licin Irigasi,,"Menjadi wil. Kec. Karang Bintang, Perda No. 9/2005"
,,,,,,Karya Bakti,,"Menjadi wil. Kec. Mantewe, Perda No. 9/2005"
63.10.01.1028,,,,,2Gunungtinggi,,,"Perda No. 7/2008, Perubahan nama Desa dan peningkatan status,
PMD"
63.10.01.2029,,,,,,3 Maju Makmur,,"Perubahan nama Desa Kusambi, Perda No. 10/2010, PMD"
63.10.01.2030,,,,,,4 Maju Bersama,,"Pemekaran sebagian Desa Maju Makmur, Perda No. 36/2011"
63.10.01.2031,,,,,,5 Sukamaju,,"Pemekaran sebagian Desa Maju Makmur, Perda No. 36/2011"
63.10.01.2032,,,,,,6 Polewali Marajae,,"Pemekaran sebagian Desa Segumpang, Perda No. 36/2011"
63.10.01.2033,,,,,,7 Danauindah,,"Pemekaran sebagian Desa Sardangan Kec. Kusan Hilir, Perda No.
36/2011"
