K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73.09.13,,,,13Moncongloe,-,5,,"Perbaikan nama kec. semula Moncong Loe menjadi Moncongloe,
sesuai:
Perda No. 5 Tahun 2012; dan
Surat Sekda Prov. Sulsel No. 146.4/5036/DPMD tgl 30 Mei 2022."
73.09.13.2001,,,,,,1 Moncongloe,,"Koreksi nama 'Moncong Loe' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019"
73.09.13.2002,,,,,,2 Moncongloe Bulu,,"Koreksi nama 'Moncong Loe Bulu' Srt Ditjen BPD No 140/5118/BPD tgl
18 Juli 2019"
73.09.13.2003,,,,,,3 Moncongloe Lappara,,"Koreksi nama 'Moncong Loe Lappara' Srt Ditjen BPD No 140/5118/BPD
tgl 18 Juli 2019"
73.09.13.2004,,,,,,4 Bonto Bunga,,
73.09.13.2005,,,,,,5 Bonto Marannu,,
73.09.14,,,,14Turikale,7,-,,
73.09.14.1001,,,,,1Pettuadae,,,
73.09.14.1002,,,,,2Boribellayya,,,"Perbaikan nama kel. semula Bori Bellaya menjadi Boribellayya, sesuai:
Perda No. 5 Tahun 2012; dan
Surat Sekda Prov. Sulsel No.146.4/5036/DPMD tgl 30 Mei 2022."
73.09.14.1003,,,,,3Alliritengae,,,"Perbaikan nama kel. semula Alliri Tengae menjadi Alliritengae, sesuai:
Perda No. 5 Tahun 2012; dan
Surat Sekda Prov. Sulsel No.146.4/5036/DPMD tgl 30 Mei 2022."
73.09.14.1004,,,,,4Turikale,,,
73.09.14.1005,,,,,5Taroada,,,
73.09.14.1006,,,,,6Raya,,,
73.09.14.1007,,,,,7Adatongeng,,,
