K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14,RIAU,,,,,,,
14.71,KOTA PEKANBARU,,,15,83,0,"638,331","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
14.71.01,,,,1Sukajadi,7,-,,
,,,,,Wonorejo,,,
14.71.01.1002,,,,,1Jadirejo,,,
14.71.01.1003,,,,,2Kampung Tengah,,,
14.71.01.1004,,,,,3Kampung Melayu,,,
14.71.01.1005,,,,,4Kedung Sari,,,
14.71.01.1006,,,,,5Harjosari,,,
14.71.01.1007,,,,,6Sukajadi,,,
14.71.01.1008,,,,,7Pulau Karomah,,,Perubahan nama Kel. Pulau Karam sesuai Perda No. 4/2016
14.71.02,,,,2Pekanbaru Kota,6,-,,
14.71.02.1001,,,,,1Simpang Empat,,,
14.71.02.1002,,,,,2Sumahilang,,,
14.71.02.1003,,,,,3Tanah Datar,,,
14.71.02.1004,,,,,4Kota Baru,,,
14.71.02.1005,,,,,5Sukaramai,,,
14.71.02.1006,,,,,6Kota Tinggi,,,
14.71.03,,,,3Sail,3,-,,
14.71.03.1001,,,,,1Cinta Raja,,,
14.71.03.1002,,,,,2Sukamulya,,,
14.71.03.1003,,,,,3Sukamaju,,,
14.71.04,,,,4Lima Puluh,4,-,,
14.71.04.1001,,,,,1Rintis,,,
14.71.04.1002,,,,,2Tanjung RHU,,,
14.71.04.1003,,,,,3Pesisir,,,
14.71.04.1004,,,,,4Sekip,,,
14.71.05,,,,5Senapelan,6,-,,
14.71.05.1001,,,,,1Padang Bulan,,,
14.71.05.1002,,,,,2Sago,,,
14.71.05.1003,,,,,3Kampung Baru,,,
14.71.05.1004,,,,,4Kampung Dalam,,,
14.71.05.1005,,,,,5Kampung Bandar,,,
14.71.05.1006,,,,,6Padang Terubuk,,,
14.71.06,,,,6Rumbai Barat,6,-,,"Perubahan nama dari Kec. Rumbai sesuai Perda Nomor 2 tahun 2020
dan ND Dir. Dekonsentrasi,TP dan Kerjasama No 799/TUDK/2020 Tgl
14 Desember 2020"
,,,,,,,,
