K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.08.18.2008,,,,,,8 Ledoktempuro,,
35.08.18.2009,,,,,,9 Pajarakan,,
35.08.18.2010,,,,,,10 Buwek,,
35.08.18.2011,,,,,,11 Ranuwurung,,
35.08.18.2012,,,,,,12 Salak,,
35.08.19,,,,19Klakah,-,12,,
35.08.19.2001,,,,,,1 Kebonan,,
35.08.19.2002,,,,,,2 Kudus,,
35.08.19.2003,,,,,,3 Duren,,
35.08.19.2004,,,,,,4 Sumberwringin,,
35.08.19.2005,,,,,,5 Papringan,,
35.08.19.2006,,,,,,6 Ranupakis,,
35.08.19.2007,,,,,,7 Tegalrandu,,
35.08.19.2008,,,,,,8 Klakah,,
35.08.19.2009,,,,,,9 Mlawang,,
35.08.19.2010,,,,,,10 Sruni,,
35.08.19.2011,,,,,,11 Tegalciut,,
35.08.19.2012,,,,,,12 Sawaran Lor,,
35.08.20,,,,20Ranuyoso,-,11,,
35.08.20.2001,,,,,,1 Jenggrong,,"Koreksi nama berdasarkan Srt Bupati No 100/179/427.11/2015 tgl 15
Juni 2015."
35.08.20.2002,,,,,,2 Meninjo,,
35.08.20.2003,,,,,,3 Tegalbangsri,,
35.08.20.2004,,,,,,4 Sumberpetung,,
35.08.20.2005,,,,,,5 Alun-Alun,,"Perbaikan nama desa semula Alun-alun menjadi Alun-Alun sesuai
Surat Bupati Lumajang No. 118/309/427.1/2022 Tanggal 6 Juli 2022."
35.08.20.2006,,,,,,6 Ranubedali,,
35.08.20.2007,,,,,,7 Ranuyoso,,
35.08.20.2008,,,,,,8 Wonoayu,,
35.08.20.2009,,,,,,9 Penawungan,,
35.08.20.2010,,,,,,10 Wates Kulon,,
35.08.20.2011,,,,,,11 Wates Wetan,,
35.08.21,,,,21Sumbersuko,-,8,,
35.08.21.2001,,,,,,1 Sumbersuko,,
35.08.21.2002,,,,,,2 Kebonsari,,
35.08.21.2003,,,,,,3 Grati,,
35.08.21.2004,,,,,,4 Labruk Kidul,,
35.08.21.2005,,,,,,5 Mojosari,,
35.08.21.2006,,,,,,6 Sentul,,
35.08.21.2007,,,,,,7 Purwosono,,
,,,,,,,,
