K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13,SUMATERA BARAT,,,,,,,
13.10,KAB. DHARMASRAYA,,,11,0,52,"2.920,925","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
13.10.01,,,,1Koto Baru,-,4,,
,,,,,,Koto Salak,,Menjadi wil Kec. Koto Salak Perda No. 3/2008
13.10.01.2002,,,,,,1 Koto Baru,,
13.10.01.2003,,,,,,2 Sialang Gaung,,
,,,,,,Tiumang,,Menjadi wil Kec. Tiumang Perda No. 3/2008
13.10.01.2005,,,,,,3 Ampang Kuranji,,
,,,,,,Padang Laweh,,Menjadi wil Kec. Padang Laweh Perda No. 3/2008
,,,,,,Sungai Langkok,,Menjadi wil Kec. Tiumang Perda No. 3/2008
13.10.01.2008,,,,,,4 Koto Padang,,Nagari hasil pemekaran Perda No. 3/2008 - No. 4/2009
13.10.02,,,,2Pulau Punjung,-,6,,
13.10.02.2001,,,,,,1 Sungai Dareh,,
13.10.02.2002,,,,,,2 Tebing Tinggi,,
,,,,,,Silago,,Menjadi wil Kec. Sembilan Koto Perda No. 3/2008
,,,,,,Lubuak Karak,,Menjadi wil Kec. Sembilan Koto Perda No. 3/2008
,,,,,,Pulau Punjuang,,
13.10.02.2006,,,,,,"3 Empat Koto Pulau
Punjung",,Nagari hasil pemekaran Perda No. 4/2009
13.10.02.2007,,,,,,4 Sungai Kambut,,Nagari hasil pemekaran Perda No. 4/2009
13.10.02.2008,,,,,,5 Gunung Selasih,,Nagari hasil pemekaran Perda No. 4/2009
13.10.02.2009,,,,,,6 Sikabau,,Nagari hasil pemekaran Perda No. 4/2009
13.10.03,,,,3Sungai Rumbai,-,4,,
,,,,,,Koto Besar,,Menjadi wil Kec. Koto Besar Perda No. 3/2008
,,,,,,Sungai Limau,,Menjadi wil Kec. Asam Jujuhan Perda No. 3/2008
13.10.03.2003,,,,,,1 Sungai Rumbai,,
13.10.03.2004,,,,,,2 Kurnia Koto Salak,,
,,,,,,Koto Tinggi,,Menjadi wil Kec. Koto Besar Perda No. 3/2008
,,,,,,Koto Gadang,,Menjadi wil Kec. Koto Besar Perda No. 3/2008
13.10.03.2007,,,,,,3 Sungai Rumbai Timur,,Nagari hasil pemekaran Perda No. 3/2008 - No. 4/2009
13.10.03.2008,,,,,,4 Kurnia Selatan,,Nagari hasil pemekaran Perda No. 3/2008 - No. 4/2009
13.10.04,,,,4Sitiung,-,4,,
13.10.04.2001,,,,,,1 Sitiung,,
13.10.04.2002,,,,,,2 Siguntur,,
,,,,,,Timpeh,,Menjadi wil Kec. Timpeh Perda No. 3/2008
13.10.04.2004,,,,,,3 Gunung Medan,,Nagari hasil pemekaran Perda No. 3/2008 - No. 4/2009
13.10.04.2005,,,,,,4 Sungai Duo,,Nagari hasil pemekaran Perda No. 3/2008 - No. 4/2009
,,,,,,,,
