K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.07.26.2002,,,,,,2 Sambirejo Timur,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.26.2003,,,,,,3 Kolam,,
12.07.26.2004,,,,,,4 Percut,,
12.07.26.2005,,,,,,5 Laut Dendang,,
12.07.26.2006,,,,,,6 Tembung,,
12.07.26.2007,,,,,,7 Cinta Rakyat,,
12.07.26.2008,,,,,,8 Amplas,,
12.07.26.2009,,,,,,9 Saentis,,
12.07.26.2010,,,,,,10 Sampali,,
12.07.26.2011,,,,,,11 Bandar Khalipah,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.26.2012,,,,,,12 Bandar Klippa,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.26.2013,,,,,,13 Tanjung Selamat,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.26.2014,,,,,,14 Tanjung Rejo,,
12.07.26.2015,,,,,,15 Medan Estate,,
12.07.26.2016,,,,,,16 Cinta Damai,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.26.2017,,,,,,17 Bandar Setia,,
12.07.26.2018,,,,,,18 Sei Rotan,,
12.07.26.1019,,,,,1Kenangan,,,
12.07.26.1020,,,,,2Kenangan Baru,,,
12.07.27,,,,18Batang Kuis,-,11,,
12.07.27.2001,,,,,,1 Sena,,
12.07.27.2002,,,,,,2 Tumpatan Nibung,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.27.2003,,,,,,3 Tanjung Sari,,
12.07.27.2004,,,,,,4 Baru,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.27.2005,,,,,,5 Batangkuis Pekan,,
12.07.27.2006,,,,,,6 Sidodadi,,
12.07.27.2007,,,,,,7 Bintang Meriah,,
12.07.27.2008,,,,,,8 Bakaran Batu,,
12.07.27.2009,,,,,,9 Paya Gambar,,
12.07.27.2010,,,,,,10 Mesjid,,
,,,,,,,,
