K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
61.08.09.2007,,,,,,7 Angkanyar,,
61.08.09.2008,,,,,,8 Kedama,,
61.08.09.2009,,,,,,9 Bengawan Ampar,,
61.08.09.2010,,,,,,10 Sehe Lusur,,
61.08.09.2011,,,,,,11 Sejowet,,
61.08.10,,,,10Sebangki,-,5,,
61.08.10.2001,,,,,,1 Sebangki,,
61.08.10.2002,,,,,,2 Kumpang Tengah,,
61.08.10.2003,,,,,,3 Agak,,
61.08.10.2004,,,,,,4 Rantau Panjang,,
61.08.10.2005,,,,,,5 Sungai Segak,,
61.08.11,,,,11Jelimpo,-,13,,Perda No. 7/2006
61.08.11.2001,,,,,,1 Temahar,,Semula wil. Kec. Ngabang
61.08.11.2002,,,,,,2 Kersik Belantian,,Semula wil. Kec. Ngabang
61.08.11.2003,,,,,,3 Nyi'in,,Semula wil. Kec. Ngabang
61.08.11.2004,,,,,,4 Papung,,Semula wil. Kec. Ngabang
61.08.11.2005,,,,,,5 Sekais,,Semula wil. Kec. Ngabang
61.08.11.2006,,,,,,6 Mandor Kiru,,Semula wil. Kec. Ngabang
61.08.11.2007,,,,,,7 Jelimpo,,Semula wil. Kec. Ngabang
61.08.11.2008,,,,,,8 Tubang Raeng,,Semula wil. Kec. Ngabang
61.08.11.2009,,,,,,9 Kayu Ara,,Semula wil. Kec. Ngabang
61.08.11.2010,,,,,,10 Pawis Hilir,,Semula wil. Kec. Ngabang
61.08.11.2011,,,,,,11 Angan Tembawang,,Semula wil. Kec. Ngabang
61.08.11.2012,,,,,,12 Balai Peluntan,,Semula wil. Kec. Ngabang
61.08.11.2013,,,,,,13 Dara Itam I,,Semula wil. Kec. Ngabang
61.08.12,,,,12Banyuke Hulu,-,7,,Perda No. 8/2006
61.08.12.2001,,,,,,1 Padang Pio,,Semula wil. Kec. Menyuke
61.08.12.2002,,,,,,2 Tembawang Bale,,Semula wil. Kec. Menyuke
61.08.12.2003,,,,,,3 Kampet,,Semula wil. Kec. Menyuke
61.08.12.2004,,,,,,4 Untang,,Semula wil. Kec. Menyuke
61.08.12.2005,,,,,,5 Ringo Lojok,,Semula wil. Kec. Menyuke
61.08.12.2006,,,,,,6 Gamang,,Semula wil. Kec. Menyuke
61.08.12.2007,,,,,,7 Semade,,Semula wil. Kec. Menyuke
61.08.13,,,,13Sompak,-,7,,Perda No. 9/2006
61.08.13.2001,,,,,,1 Sompak,,Semula wil. Kec. Mempawah Hulu
61.08.13.2002,,,,,,2 Pauh,,Semula wil. Kec. Mempawah Hulu
61.08.13.2003,,,,,,3 Lingkonong,,Semula wil. Kec. Mempawah Hulu
61.08.13.2004,,,,,,4 Galar,,Semula wil. Kec. Mempawah Hulu
61.08.13.2005,,,,,,5 Amawakng,,Semula wil. Kec. Mempawah Hulu
61.08.13.2006,,,,,,6 Tapakng,,Semula wil. Kec. Mempawah Hulu
