NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,17.02.18,18 Curup Selatan,,,,,2,9,,,Perda No. 5 / 2005
,17.02.19,19 Curup Tengah,,,,,9,1,,,Perda No. 5 / 2005
,17.02.20,20 Binduriang,,,,,,5,,,Perda No. 5 / 2005
,17.02.21,21 Sindang Beliti Ulu,,,,,,9,,,Perda No. 5 / 2005
,17.02.22,22 Sindang Dataran,,,,,,6,,,Perda No. 5 / 2005
,17.02.23,23 Sindang Beliti Ilir,,,,,,10,,,Perda No. 5 / 2005
,17.02.24,24 Bermani Ulu Raya,,,,,,10,,,Perda No. 5 / 2005
,17.03,3 KAB. BENGKULU UTARA,Arga Makmur,,,19,5,215,4.482,296.130,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,17.03.01,1 Enggano,,,,,,6,,,
,17.03.06,2 Kerkap,,,,,1,17,,,
,17.03.07,3 Kota Arga Makmur,,,,,2,14,,,PP 11 Tahun 1982
,17.03.08,4 Giri Mulya,,,,,,6,,,
,17.03.09,5 Padang Jaya,,,,,,12,,,
,17.03.10,6 Lais,,,,,1,12,,,
,17.03.11,7 Batik Nau,,,,,,15,,,
,17.03.12,8 Ketahun,,,,,,11,,,
,17.03.13,9 Napal Putih,,,,,,10,,,
,17.03.14,10 Putri Hijau,,,,,,9,,,
,17.03.15,11 Air Besi,,,,,,15,,,
,17.03.16,12 Air Napal,,,,,,12,,,
,17.03.19,13 Hulu Palik,,,,,,15,,,Pemekaran Sebagian Kec. Kerkap Perda No. 10/2010
,17.03.20,14 Air Padang,,,,,,10,,,Pemekaran Sebagian Kec. Lais Perda No. 11/2010
,17.03.21,15 Arma Jaya,,,,,1,11,,,"Pemekaran wil Kec. Arga Makmur, Perda No. 8/2012"
,17.03.22,16 Tanjung Agung Palik,,,,,,10,,,"Pemekaran wil Kec. Air Besi, Kec. Air Napal, dan Kec. Kerkap, Perda
No. 9/2012"
,17.03.23,17 Ulok Kupai,,,,,,10,,,"Pemekaran wil Kec. Napal Putih, Perda No. 10/2012"
,17.03.24,18 Pinang Raya,,,,,,10,,,"Perda No. 7/2015 dan Surat Gub. No. 138.2/2356/B.2 tgl 15 Juni 2015
ttg Pemberian Nomor Register Raperda"
,17.03.25,19 Marga Sakti Sebelat,,,,,,10,,,"Perda No. 8/2015 dan Surat Gub. No. 138.2/2356/B.2 tgl 15 Juni 2015
ttg Pemberian Nomor Register Raperda"
,17.04,4 KAB. KAUR,Bintuhan,,,15,3,192,2.609,131.867,"Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,17.04.01,1 Kinal,,,,,,14,,,
,17.04.02,2 Tanjung Kemuning,,,,,,20,,,
,17.04.03,3 Kaur Utara,,,,,1,10,,,
