K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
72.08.16.2006,,,,,,6 Lobu Mandiri,,Pemekaran wilayah Desa Parigimpu'u Perda No. 5/2012
72.08.17,,,,17Siniu,-,9,,Perda No. 16/2007
72.08.17.2001,,,,,,1 Marantale,,Semula wil. Kec. Ampibabo
72.08.17.2002,,,,,,2 Tandaigi,,Semula wil. Kec. Ampibabo
72.08.17.2003,,,,,,3 Silanga,,Semula wil. Kec. Ampibabo
72.08.17.2004,,,,,,4 Siniu,,Semula wil. Kec. Ampibabo
72.08.17.2005,,,,,,5 Towera,,Semula wil. Kec. Ampibabo
72.08.17.2006,,,,,,6 Toraranga,,Perda No. 21/2007
72.08.17.2007,,,,,,7 Uevolo,,Pemekaran desa Marantale Perda No. 2/2010
72.08.17.2008,,,,,,8 Siniu Sayogindano,,Pemekaran wilayah Desa Siniu Perda No. 5/2012
72.08.17.2009,,,,,,9 Silanga Barat,,Pemekaran desa Silanga Perda No. 13/2012
72.08.18,,,,18Palasa,-,11,,Perda No. 18/2007
72.08.18.2001,,,,,,1 Bobalo,,Semula wil. Kec. Tomini
72.08.18.2002,,,,,,2 Dongkalan,,Semula wil. Kec. Tomini
72.08.18.2003,,,,,,3 Eeya,,Semula wil. Kec. Tomini
72.08.18.2004,,,,,,4 Ulatan,,Semula wil. Kec. Tomini
72.08.18.2005,,,,,,5 Palasa Tangki,,Semula wil. Kec. Tomini
72.08.18.2006,,,,,,6 Palasa Tengah,,Semula wil. Kec. Tomini
72.08.18.2007,,,,,,7 Palasa Lambori,,Semula wil. Kec. Tomini
72.08.18.2008,,,,,,8 Pebounang,,Semula wil. Kec. Tomini
72.08.18.2009,,,,,,9 Bambasiang,,Pemekaran desa Palasa Lambori Perda No. 2/2010
72.08.18.2010,,,,,,10 Beau,,Pemekaran desa Palasa Tangki Perda No. 13/2012
72.08.18.2011,,,,,,11 Ogoansam,,Pemekaran desa Palasa Tangki Perda No. 13/2012
72.08.19,,,,19Parigi Utara,-,5,,Perda No. 23/2007
72.08.19.2001,,,,,,1 Avolua,,Semula wil Kec. Parigi
72.08.19.2002,,,,,,2 Toboli,,Semula wil Kec. Parigi
72.08.19.2003,,,,,,3 Toboli Barat,,Semula wil. Kec. Parigi
72.08.19.2004,,,,,,4 Pangi,,Semula wil. Kec. Parigi
72.08.19.2005,,,,,,5 Sakinah Jaya,,Semula wil. Kec. Parigi
72.08.20,,,,20Parigi Tengah,-,6,,Perda No. 1/2008
72.08.20.2001,,,,,,1 Pelawa Baru,,Semula wil. Kec. Parigi
72.08.20.2002,,,,,,2 Pelawa,,Semula wil. Kec. Parigi
72.08.20.2003,,,,,,3 Binangga,,Semula wil. Kec. Parigi
72.08.20.2004,,,,,,4 Jononunu,,Semula wil. Kec. Parigi
72.08.20.2005,,,,,,5 Matolele,,Semula wil. Kec. Parigi
72.08.20.2006,,,,,,6 Petapa,,Semula wil. Kec. Parigi
72.08.21,,,,21Bolano,-,13,,Pemekaran Wil Kec Bolano Lambulu Perda No. 4/2011
72.08.21.2001,,,,,,1 Bolano,,Semula Wil Kec Bolano Lambunu Perda No 4/2011
72.08.21.2002,,,,,,2 Bolano Tengah,,"Pemekaran desa Bolano Perda No. 2/2010, Semula Wil Kec Bolano
Lambunu Perda No 4/2011"
,,,,,,,,
