K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
15.03.08.2012,,,,,,11 Dusun Dalam,,"Semula wil. Kec. Sarolangun, Perbaikan nama sesuai Surat Kepala
PMPD Kab. Sarolangun tgl 4 Maret 2016 hal Daftar Kode Kab.
Sarolangun"
15.03.08.2013,,,,,,12 Muara Lati,,"Perda No. 2/2006.
Perbaikan nama desa semula Muaralati menjadi Muara Lati, sesuai:
Perda No. 02 Tahun 2006; dan
Surat Dirjen Bina Pemdes No. 146/2532/BPD tgl 24 Mei 2022."
15.03.08.2014,,,,,,13 Suka Jadi,,Perda No. 2/2006
15.03.08.2015,,,,,,14 Teluk Mancur,,Perda No. 2/2006
15.03.09,,,,9Singkut,1,12,,Perda No. 5/2007
15.03.09.1001,,,,,1Sungai Benteng,,,"Semula wil. Kec. Pelalawan, Perubahan status menjadi Kel, Perda No.
12/2009.
Perbaikan nama kel. semula Sungaibenteng menjadi Sungai Benteng
sesuai Perda No. 12 Tahun 2009"
15.03.09.2002,,,,,,1 Bukit Tigo,,"Semula wil. Kec. Pelalawan.
Perbaikan nama desa semula Bukittigo menjadi Bukit Tigo, sesuai:
Perda No. 05 Tahun 2007;
Surat Bup. Sarolangun No. 130/0429/PEM/2022 tgl 8 Agustus 2022;
dan
Surat Dirjen Bina Pemdes No. 146/2532/BPD tgl 24 Mei 2022."
15.03.09.2003,,,,,,2 Sungai Gedang,,"Semula wil. Kec. Pelalawan.
Perbaikan nama desa semula Sungaigedang menjadi Sungai Gedang,
sesuai:
Perda No. 05 Tahun 2007;
Surat Bup. Sarolangun No. 130/0429/PEM/2022 tgl 8 Agustus 2022;
dan
Surat Dirjen Bina Pemdes No. 146/2532/BPD tgl 24 Mei 2022."
15.03.09.2004,,,,,,3 Payo Lebar,,Semula wil. Kec. Pelalawan
15.03.09.2005,,,,,,4 Bukit Murau,,"Semula wil. Kec. Pelalawan.
Perbaikan nama desa semula Bukitmurau menjadi Bukti Murau, sesuai:
Perda No. 05 Tahun 2007;
Surat Bup. Sarolangun No. 130/0429/PEM/2022 tgl 8 Agustus 2022;
dan
Surat Dirjen Bina Pemdes No. 146/2532/BPD tgl 24 Mei 2022."
15.03.09.2006,,,,,,5 Perdamaian,,Semula wil. Kec. Pelalawan
15.03.09.2007,,,,,,6 Pasar Singkut,,Semula wil. Kec. Pelalawan
15.03.09.2008,,,,,,7 Siliwangi,,Semula wil. Kec. Pelalawan
15.03.09.2009,,,,,,8 Simpang Nibung,,Semula wil. Kec. Pelalawan
15.03.09.2010,,,,,,9 Bukit Talang Mas,,"Pemekaran sebagian Desa Bukitmurau, Perda No. 13/2012, Perbaikan
nama sesuai Surat Kepala PMPD Kab. Sarolangun tgl 4 Maret 2016 hal
Daftar Kode Kab. Sarolangun"
15.03.09.2011,,,,,,10 Bukit Bumi Raya,,"Pemekaran sebagian Desa Bukitmurau, Perda No. 13/2012, Perbaikan
nama sesuai Surat Kepala PMPD Kab. Sarolangun tgl 4 Maret 2016 hal
Daftar Kode Kab. Sarolangun"
15.03.09.2012,,,,,,11 Argo Sari,,"Pemekaran sebagian Desa Perdamaian, Perda No. 13/2012"
15.03.09.2013,,,,,,12 Sendang Sari,,"Pemekaran sebagian Desa Perdamaian, Perda No. 13/2012"
15.03.10,,,,10Cermin Nan Gedang,-,10,,Perda No. 6/2007
