K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35,JAWA TIMUR,,,,,,,
35.74,KOTA PROBOLINGGO,,,5,29,0,"54,676","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
35.74.01,,,,1Kademangan,6,-,,
35.74.01.1001,,,,,1Ketapang,,,
35.74.01.1002,,,,,2Triwung Lor,,,
35.74.01.1003,,,,,3Triwung Kidul,,,
,,,,,Jrebeng Kulon,,,"Menjadi wil. Kec. Kedopok, Perda No. 20/2006"
,,,,,Kareng Lor,,,"Menjadi wil. Kec. Kedopok, Perda No. 20/2006"
,,,,,Sumber Wetan,,,"Menjadi wil. Kec. Kedopok, Perda No. 20/2006"
35.74.01.1007,,,,,4Pohsangit Kidul,,,
35.74.01.1008,,,,,5Kademangan,,,
35.74.01.1009,,,,,6Pilang,,,
35.74.02,,,,2Wonoasih,6,-,,
35.74.02.1001,,,,,1Jrebeng Kidul,,,
35.74.02.1002,,,,,2Pakistaji,,,
35.74.02.1003,,,,,3Kedunggaleng,,,
,,,,,Jrebeng Lor,,,"Menjadi wil. Kec. Kedopok, Perda No. 20/2006"
35.74.02.1005,,,,,4Kedung Asem,,,
35.74.02.1006,,,,,5Sumber Taman,,,
35.74.02.1007,,,,,6Wonoasih,,,
,,,,,Kedopok,,,"Menjadi wil. Kec. Kedopok, Perda No. 20/2006"
,,,,,Jrebeng Wetan,,,"Menjadi wil. Kec. Kedopak, Perda No. 20/2006"
35.74.03,,,,3Mayangan,5,-,,
35.74.03.1001,,,,,1Mayangan,,,
35.74.03.1002,,,,,2Mangunharjo,,,
,,,,,Tisnonegaran,,,"Menjadi wil. Kec. Kanigaran, Perda No. 20/2006"
35.74.03.1004,,,,,3Jati,,,
,,,,,Sukoharjo,,,"Menjadi wil. Kec. Kanigaran, Perda No. 20/2006"
,,,,,Kanigaran,,,"Menjadi wil. Kec. Kanigaran, Perda No. 20/2006"
35.74.03.1007,,,,,4Sukabumi,,,
,,,,,Kebonsari Wetan,,,"Menjadi wil. Kec. Kanigaran, Perda No. 20/2006"
,,,,,Curahgrinting,,,"Menjadi wil. Kec. Kanigaran, Perda No. 20/2006"
35.74.03.1010,,,,,5Wiroborang,,,
,,,,,Kebonsari Kulon,,,"Menjadi wil. Kec. Kanigaran, Perda No. 20/2006"
35.74.04,,,,4Kanigaran,6,-,,Perda No. 20/2006
35.74.04.1001,,,,,1Tisnonegaran,,,Semula wil. Kec. Mayangan
35.74.04.1002,,,,,2Sukoharjo,,,Semula wil. Kec. Mayangan
,,,,,,,,
