Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
14.04.40007,Pulau Busung,,"00°07'08.66"" S 103°35'40.19"" T",TBP
14.04.40008,Pulau Cawan,,"00°05'58.37"" S 103°32'56.64"" T",BP
14.04.40009,Pulau Jerjak,,"00°42'59.00"" S 103°24'59.00"" T",BP
14.04.40010,Pulau Kateman,,"00°15'30.00"" U 103°41'50.00"" T",BP
14.04.40011,Pulau Kelayang,,"00°01'37.00"" S 103°37'24.00"" T",TBP
14.04.40012,Pulau Kijang,,"00°40'39.12"" S 103°19'36.25"" T",BP
14.04.40013,Pulau Kundur,,"00°06'18.88"" S 103°29'42.77"" T",TBP
14.04.40014,Pulau Kurau,,"00°02'03.00"" S 103°39'28.00"" T",TBP
14.04.40015,Pulau Malong,,"00°00'58.64"" S 103°39'46.27"" T",TBP
14.04.40016,Pulau Mas,,"00°18'48.00"" S 103°20'58.00"" T",BP
14.04.40017,Pulau Nyiur,,"00°29'47.66"" S 103°19'00.88"" T",BP
14.04.40018,Pulau Palas,,"00°24'26.60"" S 103°04'38.46"" T",TBP
14.04.40019,Pulau Piaran,,"00°04'28.23"" S 103°29'27.97"" T",TBP
14.04.40020,Pulau Pisang,,"00°15'39.00"" S 103°25'54.00"" T",BP
14.04.40021,Pulau Pucung,,"00°37'25.00"" S 103°23'44.00"" T",BP
14.04.40022,Pulau Ruku,,"00°42'29.00"" S 103°21'40.00"" T",BP
14.04.40023,Pulau Sangkarayam,,"00°03'36.00"" S 103°32'46.00"" T",TBP
14.04.40024,Pulau Sicincin,,"00°00'06.85"" U 103°33'17.62"" T",TBP
14.04.40025,Pulau Telaga,,"00°01'01.56"" S 103°39'34.84"" T",TBP
14.05,KAB. PELALAWAN,43,,
14.05.40001,Pulau Bakung,,"00°18'44.00"" U 102°12'58.00"" T",TBP
14.05.40002,Pulau Baru,,"00°19'59.68"" U 102°57'53.99"" T",TBP
14.05.40003,Pulau Batuburuk,,"00°41'05.45"" U 103°18'09.94"" T",TBP
14.05.40004,Pulau Beam,,"00°18'10.00"" U 102°15'08.00"" T",TBP
14.05.40005,Pulau Dapurbandung,,"00°14'07.26"" U 102°25'28.75"" T",TBP
14.05.40006,Pulau Dapurbandung Kocik,,"00°14'11.26"" U 102°25'29.62"" T",TBP
14.05.40007,Pulau Dapurbandung Selatan,,"00°14'02.95"" U 102°25'26.88"" T",TBP
14.05.40008,Pulau Kapak,,"00°15'00.98"" U 102°26'22.71"" T",TBP
14.05.40009,Pulau Kapak Kocik,,"00°14'58.89"" U 102°26'33.74"" T",TBP
14.05.40010,Pulau Ketam,,"00°20'32.75"" U 102°56'59.88"" T",TBP
14.05.40011,Pulau Layang,,"00°13'07.00"" U 102°24'53.00"" T",TBP
14.05.40012,Pulau Layang Hilir,,"00°13'37.62"" U 102°25'15.22"" T",TBP
14.05.40013,Pulau Layang Hulu,,"00°13'17.00"" U 102°24'54.00"" T",TBP
14.05.40014,Pulau Lebuh,,"00°38'53.00"" U 103°06'13.00"" T",TBP
14.05.40015,Pulau Lipebandung Kocik,,"00°15'04.00"" U 102°26'34.00"" T",TBP
14.05.40016,Pulau Muda,,"00°17'03.00"" U 102°52'45.00"" T",TBP
14.05.40017,Pulau Padipadi Bose,,"00°14'44.49"" U 102°29'51.19"" T",TBP
14.05.40018,Pulau Padipadi Kocik,,"00°14'27.00"" U 102°30'14.00"" T",TBP
14.05.40019,Pulau Pandan,,"00°14'59.00"" U 102°26'47.00"" T",TBP
14.05.40020,Pulau Para,,"00°17'52.00"" U 102°14'46.00"" T",TBP
