NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
IV,14,RIAU,,10,2,172,271,1591,89.936,6.646.390,
,14.01,1 KAB. KAMPAR,Bangkinang,,,21,8,242,10.353,832.975,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,14.01.01,1 Bangkinang Kota,,,,,2,2,,,"Perubahan nama dari Kec. Bangkinang, sesuai Perda No. 8/2013"
,14.01.02,2 Kampar,,,,,1,17,,,
,14.01.03,3 Tambang,,,,,,17,,,
,14.01.04,4 XIII Koto Kampar,,,,,1,12,,,
,14.01.05,5 Kuok,,,,,,9,,,"Perubahan nama dari Kec. Bangkinang Barat menjadi Kec. Kuok, Perda
No. 16/2011"
,14.01.06,6 Siak Hulu,,,,,,12,,,
,14.01.07,7 Kampar Kiri,,,,,1,19,,,
,14.01.08,8 Kampar Kiri Hilir,,,,,1,7,,,
,14.01.09,9 Kampar Kiri Hulu,,,,,,24,,,
,14.01.10,10 Tapung,,,,,,25,,,
,14.01.11,11 Tapung Hilir,,,,,,16,,,
,14.01.12,12 Tapung Hulu,,,,,,14,,,
,14.01.13,13 Salo,,,,,,6,,,Perda No. 22/2003
,14.01.14,14 Rumbio Jaya,,,,,,7,,,Perda No. 22/2003
,14.01.15,15 Bangkinang,,,,,2,7,,,"Perda No. 22/2003, Perubahan Nama dari Kec. Bangkinang Seberang
sesuai dengan Perda No 8/2013"
,14.01.16,16 Perhentian Raja,,,,,,5,,,Perda No. 22/2003
,14.01.17,17 Kampa,,,,,,9,,,"Perda No. 22/2003, perubahan nama Kec. Kampar Timur menjadi Kec.
Kampa sesuai Perda 12/2016"
,14.01.18,18 Kampar Utara,,,,,,8,,,Perda No. 22/2003
,14.01.19,19 Kampar Kiri Tengah,,,,,,11,,,Perda No. 22/2003
,14.01.20,20 Gunung Sahilan,,,,,,9,,,Perda No. 22/2003
,14.01.21,21 Koto Kampar Hulu,,,,,,6,,,Pemekaran Kec. Perda No. 22/2003
,14.02,2 KAB. INDRAGIRI HULU,Rengat,,,14,16,178,7.872,455.669,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,14.02.01,1 Rengat,,,,,6,10,,,
,14.02.02,2 Rengat Barat,,,,,1,17,,,
,14.02.03,3 Kelayang,,,,,1,16,,,
,14.02.04,4 Pasir Penyu,,,,,5,8,,,
