K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
92.09.15.2002,,,,,,2 Asuon,,"Pemekaran sebagian wil Desa Ases Perda No 15 tahun 2011. Semula
Wil Kecamatan Fef , Perda No 16/2011"
92.09.15.2003,,,,,,3 Safotiek,,"Pemekaran sebagian wil Desa Ases Perda No 15 tahun 2011. Semula
Wil Kecamatan Fef, Perda No No 16/2011"
92.09.15.2004,,,,,,4 Frasayoah,,"Pemekaran sebagian wil Desa Ases Perda No 15 tahun 2011. Semula
Wil Kecamatan Fef , Perda No No 16/2011"
92.09.16,,,,16Miyah Selatan,-,9,,Pemekaran sebagian wil Kecamatan Miyah Perda No 16 tahun 2011
92.09.16.2001,,,,,,1 Mawor,,"Perda No. 22/2008 dari Kab. Sorong. Semula Wil Kec Fef Perda No
16/2011"
92.09.16.2002,,,,,,2 Ruf,,"Perda No. 22/2008 dari Kab. Sorong. Semula Wil Kecamatan Miyah ,
Perda No 16 tahun 2011"
92.09.16.2003,,,,,,3 Ayamane,,"Perda No. 22/2008 dari Kab. Sorong. Semula Wil Kecamatan Miyah ,
Perda No 16 tahun 2011"
92.09.16.2004,,,,,,4 Whismer,,"Pemekaran sebagian wil Desa Ruvewes Perda No 15 tahun 2011.
Semula Wil Kec Miyah Perda No 16/2011"
92.09.16.2005,,,,,,5 Sahae,,"Pemekaran sebagian wil Desa Ayamane Perda No 15 tahun 2011.
Semula Wil Kecamatan Miyah , Perda No 16/2011"
92.09.16.2006,,,,,,6 Hewi,,"Pemekaran sebagian wil Desa Aibogiar Perda No 15 tahun 2011.
Semula Wil Kec Miyah Perda No 16/2011"
92.09.16.2007,,,,,,7 Sisu,,Pemekaran Desa Ruvewes Perda No. 16/2013
92.09.16.2008,,,,,,8 Ruvewes,,Semula wilkec Miyah Perda No 4/2017
92.09.16.2009,,,,,,9 Yabuow,,"Perda No 22/2008 dari Kab Sorong, Semula wilkec Miyah Perda No
4/2017"
92.09.17,,,,17Ireres,-,7,,Pemekaran sebagian wil Kecamatan Miyah Perda No 16 tahun 2011
92.09.17.2001,,,,,,1 Miri,,"Semula Wil Kecamatan Miyah , Perda No No 16/2011"
92.09.17.2002,,,,,,2 Meis,,"Perda No. 22/2008 dari Kab. Sorong. Semula Wil Kecamatan Miyah ,
Perda No No 16/2011"
92.09.17.2003,,,,,,3 Aifamas,,"Pemekaran sebagian wil Desa Miri, Perda No 15 tahun 2011. Semula
Wil Kecamatan Miyah , Perda No No 16/2011"
92.09.17.2004,,,,,,4 Meinad,,"Pemekaran sebagian wil Desa Miri, Perda No 15 tahun 2011. Semula
Wil Kecamatan Miyah , Perda No No 16/2011"
92.09.17.2005,,,,,,5 Atafrumek,,"Pemekaran sebagian wil Desa Aibogiar Perda No 15 tahun 2011.
Semula Wil Kecamatan Miyah , Perda No No 16/2011"
92.09.17.2006,,,,,,6 Ifiam,,"Pemekaran sebagian wil Desa Miri, Perda No 15 tahun 2011. Semula
Wil Kec Miyah Perda No 16/2011"
92.09.17.2007,,,,,,7 Wufmana,,"Pmkran sbgian wilDes Wausin Perda No 16/2011. Semula WilKec
Senopi Perda No 14/2012, Semula wilkec Mawabuan Perda No 4/2017"
92.09.18,,,,18Tobouw,-,6,,Pemekaran sebagian wil Kecamatan Kwoor Perda No 16 tahun 2011
92.09.18.2001,,,,,,1 Syumbab,,"Semula Wil Kecamatan Kwoor , Perda No 16 tahun 2011"
92.09.18.2002,,,,,,2 Krisnos,,"Semula Wil Kecamatan Kwoor , Perda No No 16/2011"
92.09.18.2003,,,,,,3 Syukwes,,"Semula Wil Kec Kwoor, Perda No 16/2011"
,,,,,,Donan,,Menjadi wilkec Kwesefo Perda No 4/2017
,,,,,,Dombron,,Menjadi wilkec Kwesefo Perda No. 4/2017
92.09.18.2006,,,,,,4 Sunggak,,"Pmkran sbgian wilDes Kwoor, Perda No 15/2011, Semula wilkec
Kwoor Perda No 4/2017"
92.09.18.2007,,,,,,5 Wowom,,"Pemekaran desa Saubeba Perda No. 15/2011, Semula wilkec Abun
Perda No 4/2017"
