NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,53.03.03,3 Biboki Selatan,,,,,,8,,,
,53.03.04,4 Noemuti,,,,,,12,,,
,53.03.05,5 Kota Kefamenanu,,,,,9,,,,
,53.03.06,6 Biboki Utara,,,,,1,9,,,
,53.03.07,7 Biboki Anleu,,,,,,9,,,
,53.03.08,8 Insana,,,,,1,16,,,
,53.03.09,9 Insana Utara,,,,,,5,,,
,53.03.10,10 Noemuti Timur,,,,,,4,,,Perda No. 8/2007
,53.03.11,11 Miomaffo Tengah,,,,,,6,,,Perda No. 8/2007
,53.03.12,12 Musi,,,,,,6,,,Perda No. 8/2007
,53.03.13,13 Mutis,,,,,,4,,,Perda No. 8/2007
,53.03.14,14 Bikomi Selatan,,,,,,10,,,Perda No. 8/2007
,53.03.15,15 Bikomi Tengah,,,,,,9,,,Perda No. 8/2007
,53.03.16,16 Bikomi Nilulat,,,,,,6,,,Perda No. 8/2007
,53.03.17,17 Bikomi Utara,,,,,,9,,,Perda No. 8/2007
,53.03.18,18 Naibenu,,,,,,4,,,Perda No. 8/2007
,53.03.19,19 Insana Fafinesu,,,,,,6,,,Perda No. 8/2007
,53.03.20,20 Insana Barat,,,,,,12,,,Perda No. 8/2007
,53.03.21,21 Insana Tengah,,,,,,7,,,Perda No. 8/2007
,53.03.22,22 Biboki Tan Pah,,,,,,4,,,Perda No. 8/2007
,53.03.23,23 Biboki Moenleu,,,,,,7,,,Perda No. 8/2007
,53.03.24,24 Biboki Feotleu,,,,,,5,,,Perda No. 8/2007
,53.04,4 KAB. BELU,Atambua,,,12,12,69,1.127,227.866,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,53.04.01,1 Lamaknen,,,,,,9,,,
,53.04.02,2 TasifetoTimur,,,,,,12,,,
,53.04.03,3 Raihat,,,,,,6,,,
,53.04.04,4 Tasifeto Barat,,,,,,8,,,
,53.04.05,5 Kakuluk Mesak,,,,,,6,,,
,53.04.12,6 Kota Atambua,,,,,4,,,,
,53.04.13,7 Raimanuk,,,,,,9,,,
,53.04.17,8 Lasiolat,,,,,,7,,,"Perda No. 16/2004, diperbarui Perda No 3/2007"
,53.04.18,9 Lamaknen Selatan,,,,,,8,,,Perda No. 4/2006
,53.04.21,10 Atambua Barat,,,,,4,,,,Perda No. 18/2006
,53.04.22,11 Atambua Selatan,,,,,4,,,,Perda No. 18/2006
